nama_penulis,rating,teks_ulasan,waktu,likes,sentimen_label
Fatchurohman Sipil 21 012,5.0,"Pelayanan mantap, store bersih adem, barang juga good condition semua, recomended untuk wilayah jogja sekitarnya.",3 years ago,0,Positif
Rokhman Hidayat,5.0,Rekomend banget beli laptop dengan Harga yang murah . Dengan barang yang Ajibb banget. Pelayanan oke.,2 years ago,0,Positif
Mohammad Aulia Rahman,5.0,bagus laptopnya,a month ago,0,Positif
043 Ongki Bagus,5.0,Rekomendasi sekali untuk kalian yg lagi cari laptop bekas berkualitas. Barang di jamin aman dan 100% original,2 years ago,0,Netral
Muhammad Cahyo Setiyoso,5.0,"Tempat nya sangat nyaman untuk transaksi, penjelasan juga detail, dapet bonus juga, mantep pokoke",a year ago,0,Positif
Alia Nutrisiany,5.0,"Barang ok, pelayanan ramah .. recomended banget deh kl mau cari laptop second masih garansi resmi 👍👍",3 years ago,0,Positif
Ilham,5.0,"Pelayanannya ramah, cepat
Tempatnya nyaman
Banyak jenis laptop yang tersedia",a year ago,0,Positif
didik wahyu,5.0,"Tempat nyaman, ramah sekali, pelayanan baik, laptop oke harga juga oke, dapet bonus mouse juga. Bakal recommend ke temen2 👍🏻",3 years ago,0,Positif
balla diva,5.0,"Dari dulu udah pantengin ig nyaa, adminnya ramah mau ngasih informasi dan fast respon jugaa ratee 10000/10 ^-^",2 years ago,0,Positif
Sandy Permana,5.0,Tempat nyaman dan pelayanan bagus,3 years ago,0,Positif
Nanda Wahyu,5.0,Bisa jual laptop,3 months ago,0,Netral
Helena Rachelia Natasha Odja Lanoe,5.0,Bisa jual laptop,3 months ago,0,Netral
Shopi Setiawan,5.0,"Recomended buat yang lagi nyari laptop, joss pokonya pelayanan dan unit nya top markotopp 👍👍",a year ago,0,Positif
Wira Rizky,5.0,Laptop kualitas tinggi dan pelayanan sangat baik.,7 months ago,0,Positif
Afeb Chesa Arianto,5.0,"Alhamdulillah dapat barang berkualitas dan mantap

Mantau terus di akun instagramnya yang update, adminnya juga fast respon 🙌👍🏻",3 years ago,0,Positif
Yoga Dwi Cahyono,5.0,"Tempatnya nyaman, barangnya bagus bagus",6 months ago,0,Positif
Dev,4.0,Masnya tidak ramah banget,3 years ago,0,Positif
Mustika Bambang,3.0,Pelayanannya bintang 1 tidak ramah,2 years ago,0,Positif
Fajar Kurosaki,3.0,"Sya beli laptopnya disini,, tempatnya tidak nyaman, dan juga penjual nya tidak ramah ",a year ago,0,Positif
fauziah dwr,2.0,Lihat ulasanya bagus tapi pas datang ke store tidak sesuai,a year ago,0,Positif
Adelbertus Abdiel,2.0,"Tolong di perbaiki lagi untuk pelayanan nya, terlalu lama menunggu ",4 years ago,0,Netral
Agus purwanto Mbah kaum,5.0,"Terimakasih Hero Komputer, barang bagus mulus 99% seperti baru. Memuaskan dan rekomended bagi yang mencari laptop low end dan high ada disini",3 years ago,0,Positif
Sayid Muhammad Iqbal,5.0,"Bukan mainnnn, pasnyampe mas yg jual ramah dan melayani saya dengan sabar padahal saya yg notabene orangnya banyak tanya wkwkwkwk mantul, makasi maszehhhh",3 years ago,0,Positif
Muhammad hisyam,3.0,Pengalaman beli laptop tapi tidak di layani dengan baik sama mas2nya,a year ago,0,Positif
wais alqurni,5.0,"Toko laptop termurah di jogja, penjual ramah, fast respon",3 years ago,0,Positif
sirgobanggasir alfan,3.0,Barang nya seperti tidak menyakinkan,3 years ago,0,Netral
M.Rezky Syahputra,2.0,Kualitas kurang bagus dan pelayanan tidak ramah,8 months ago,0,Positif
Tohruu,3.0,Harganya lumayan mahal untuk lapto second,3 years ago,0,Negatif
Wirasta C. Pambudi,5.0,Garansii terjamin.. oke banget barangnyaa,3 years ago,0,Positif
Dear Maharani,5.0,"Mas nya informatif  saat nanya2 barang,barang2nya jg bagus semua,masih garansi resmi,puas belanja disini,makasih hero computer",2 years ago,0,Positif
Abul Basyari,5.0,pelayanan bagus dan harga bisa dinego,2 years ago,0,Positif
Ancilla Lukma,5.0,Pelayanan baik gercep ada garansi 2 minggu,8 months ago,0,Positif
Dendi Alsepta,5.0,"Pelayanan nya memuaskan,semua tipe laptop sesuai budget ada dan berkualitas🤩🤩",2 years ago,0,Positif
Nuriati Agustina,5.0,pelayanan memuasakan,2 months ago,0,Netral
euniketita luxi,5.0,"Nyaman, bersih",3 months ago,0,Positif
Aulia Keysha,5.0,"pelayanannya ramah bangetttttttt, barangnya jg oke okee bisa dipercaya",2 years ago,0,Positif
Wow siRudi,5.0,Menyediakan laptop bekas tapi berkualitas. Mantul hero computer,8 months ago,0,Netral
Wahyu Firlita,5.0,"sangat memuaskan dan pelayanannya sangat baik, unitnya bagus dan sesuai. Semoga awet Aamin👍🙏",3 years ago,0,Positif
authon robith,5.0,"tempat laptop second kualitas sangat apik.
Yang jual ramah, bebas tanya-tanya banyak soal laptop, bisa booking dulu, rekomen bnget buat yg cari laptop second",2 years ago,0,Positif
Anugrah Aura Ramadhani,5.0,"laptop masih baru dan bergaransii, harganyaa jangan ditanya sangat terjangkau, pelayanan ramah",a year ago,0,Positif
Rizqi Agung Wicaksono,5.0,"Toko adem, ada kucingnya, harga masuk akal, yang punya ramah, no tipu-tipu tanpa fafifuu sesetbebet rampung sip! Maturnuwun ~",3 years ago,0,Positif
Reynaldo Egitya Pradana,5.0,"Pelayanan mantab, unit masih bagus semua, rekomen buat cari laptop",a year ago,0,Positif
M.Aldi fathurroji,3.0,Pelayanan nya terlalu terburu buru tidak sabar,9 months ago,0,Netral
Hooked Indonesia,3.0,Coba untuk unit nya disusun dengan rapi pasti tokonya keliatan bersih,2 years ago,0,Netral
Assyifa Damara,3.0,Dichat balasnya slowrespon sekalii,a year ago,0,Netral
suid3,2.0,Tidak tempat recommended beli laptop,3 months ago,0,Netral
Jehan Pahlevi,3.0,Kualitas barangnya tidak terjamin,2 years ago,0,Netral
Chandra Kurniawan,5.0,barangnya ok,5 months ago,0,Netral
x1.m1rul,3.0,Saya beli disini pas klaim garansi di persulit,3 years ago,0,Netral
ahmad hilal,3.0,"Lumayan bagus lah, tapi mas2 nya tidak sabar ",2 years ago,0,Positif
clarisya,5.0,pelayanan nya oke banget,6 months ago,0,Positif
Andwi Apriyogi,3.0,Laptopnya bagus2 tapi pas kesana banyak unit yang kosong,8 months ago,0,Netral
faiq assidqie,2.0,Coba di perhatikan lagi dalam pelayanan nya,2 years ago,0,Netral
Yohanes Edi Pramono,5.0,"Mantap,saya beli kualitas tidak diragukan ,langsung bisa digunakan",a year ago,0,Netral
Muhammad Ibnu Majah,3.0,Tidak banyak pilihan laptopnya disini,a month ago,0,Netral
wahyu dyan,1.0,Kapok beli disni kabel adaptornya tidak asli,a year ago,0,Netral
Septia Wulan,5.0,"Toko terpercaya barangnya masih bagus dan mulus dikasih bonusnya juga, kakaknya juga ramah dan fast respon.",4 years ago,0,Positif
Ganang Wahyu Kurniawan,5.0,"Cuma disini jual laptop murah kualitas mewaaaah pelayanan ramah.!!🥰🥰
Rekomended banget.",2 years ago,0,Positif
Ayyub Albarra,5.0,"Pelayanan dari mas masnya ramah, dan dapat barang bagus dengan harga murah",a year ago,0,Positif
JiroNov ID,5.0,Bisa jual laptop,4 months ago,0,Netral
Natasia Anggi,5.0,"Pelayanan raman, komunikatif dan bertanggungjawab. Semoga awet unitnya amin",2 years ago,0,Positif
Iwan shohib el hasan,5.0,Mantraapp....,6 months ago,0,Netral
RANESTI DAMARSURI,5.0,"Laptop sec disini murce, pelayanan juga okee dan sabar bgt, bisa cek and recek dluu.
Beli laptop disini ajaaa",a year ago,0,Netral
Aezera Veyakovich,5.0,Tempat ini saya sangat rekomendasikan untuk beli laptop 🗣️🗣️🗣️🔥🔥🔥💯💯💯💯,9 months ago,0,Netral
Muhammad Fahri fathi farhat,5.0,Sudah 2 tahun membeli laptop di sini dan masih gacorr gaada minus. Rekomended,a year ago,0,Netral
Abdullah Syaeron.g,5.0,"mantap cuy, laptop bekas keluaran terbaru tapi harga murmer, penjual ramah jga",2 years ago,0,Positif
FENY RESTYANITA PRATIWI,5.0,Recommended nih gaisss! Boleh dikepoin buat yg lg butuh laptop second tp rasa baru.,2 years ago,0,Netral
Rizky Hardianto,5.0,Pelayanan baik dan cekatan,5 months ago,0,Positif
Rijal Putranto,5.0,"Jos gandos... recomended seller... be smart buyer, jangan nyusahin seller wkwk... syarat pembeli barang 2nd ya memang harus teliti....",3 years ago,0,Netral
Ahmad Abdullah,5.0,"penjual ramah, barang-barang generasi baru jadi gk ragu buat pilih laptopnya",a year ago,0,Positif
Savira Cahyani,5.0,"Pelayanan ramah, harga pas,unit jg oke",a year ago,0,Positif
Davin Alhafidz,5.0,"Recommended untuk membeli laptop di jogja, terimakasih",6 months ago,0,Netral
Tegar Pribadi Mandiri,5.0,"Pelayanan terbaik laptop dan kelengkapan aman, dijamin amanah dan terpercaya",a year ago,0,Positif
Muhammad Rofiki,5.0,tempat jual beli laptop second ter-recomended di jogja nih:),11 months ago,0,Netral
Novri Yohannes Harianja,5.0,"Tempatnya bagus, banyak pilihan laptop, nyaman dan penjualnya ramah, makasih Hero Computer 👍🏻",2 years ago,0,Positif
Kicimpring Goreng,5.0,"Pelayanan sangat baik, produk banyak dan berkualitas semua, dua jempoll",2 years ago,0,Positif
Angga P,3.0,Tidak rekomend buat yang cari laptop second,a year ago,0,Netral
fathan yamieza,2.0,Wanya slow respon banget,a year ago,0,Netral
Gigih Dwiwantoro,2.0,Respon mas nya tidak enak,a year ago,0,Netral
Antix Gergunung,1.0,"Kesini pas lagi rame, disuruh nunggu lama banget sampai ga di layanin akhirnya pulang",a year ago,0,Netral
Michi,2.0,"Maless banget sama mbak nya, tidakk sabar",3 years ago,0,Netral
Muhammad Dzikri Qolbi,2.0,Marketing nya pinter banget sampe ga ngeh klau laptopnya pas sampe rumah ngehank,a year ago,0,Netral
Alin Krisnawan,2.0,Tidak rekomend buat yang cari laptop second,2 years ago,0,Netral
Friska Nur Aifa,5.0,"tempat nya nyaman, rapih, dan bersih, pelayanannya juga ramah",a year ago,0,Positif
Shovia Naufal Ardani,5.0,kakanya ramah banget n very helpful,10 months ago,0,Positif
Nareswari Huwaida,5.0,pelayanannya ramah bgt masnya gacape ditanya hehehee ayo beli disini aja👍👍👍👍,a year ago,0,Positif
MOHAMMAD SULTON,5.0,Penjual yang ramah,a year ago,0,Positif
Mahmud Aziz,5.0,"Tempat jual laptop yang berkualitas, pelayanan ramah, baik, pantau terus ignya.",2 years ago,0,Positif
Ariyo Bimo,3.0,Barang nya jelek2 tidak,2 years ago,0,Netral
guntur pamungkas,3.0,"Beli laptop second disini tidak awet,.",a year ago,0,Positif
galih priyambodo,3.0,Stok barang tidak lengkap,6 months ago,0,Netral
sutrimo rezki oktaviawan,2.0,"Jauh jauh dari klaten ternyta tidak lengkap, padahal pas di wa katanya ready",a year ago,0,Netral
Sulistyo Abdurrohman,2.0,Admin wa nya slow respon bangettt,2 years ago,0,Netral
sahilal wahayanan,2.0,Tidak sesuai dengan di chat wa sama aslinya,2 years ago,0,Positif
Tri Maryanti,5.0,"Pelayanannya memuaskan dan ramah, mantapp deh pokoknya 👍",a year ago,0,Positif
Candra Satya,3.0,Pelayan nya tidak memuaskan,2 years ago,0,Positif
Syendi Prima Syahputra,2.0,Kualitasnya biasa saja,2 years ago,0,Netral
luluk mufidaaa,2.0,Pelayan nya jelek,a year ago,0,Negatif
Aliendina Jwalita,2.0,Pelayanya jelekk bangett,a year ago,0,Netral
Danan Samodra,5.0,"Pelayanan nyaman, terbuka sama keadaan barang yang dijual",a year ago,0,Positif
muhammad rafi,5.0,Pelayanan bagus laptop like new👍🏻👍🏻,8 months ago,0,Positif
beny ahmad,4.0,komplit .. dan murah,7 months ago,0,Netral
RADEN MOCHAMMAD FAZRI -,4.0,"Pelayanan mantap, laptop terjangkau, semoga berkah",a year ago,0,Positif
Danu Adi,4.0,Pelayanan sangat bagus,6 months ago,0,Positif
SAWALUL ANZAR,4.0,Pelayanan sangat ramah.... yang ingin cari leptop second di toko ini aja😁,3 years ago,0,Positif
Ucup Dharmawan,4.0,"laptop nya murah”, staff nya juga ramahhhh, banyak bonus nyaaaa, recomended sekaliii",a year ago,0,Netral
Meghan Restu,4.0,"Pelayanan yang ramah, penjelasan yang detail... Mantap beli laptop second bergaransi disini!!!",3 years ago,0,Positif
Yoaekim James,4.0,"Mantap amanah , terpercaya pokoknya !rekomended buat yang nyari laptop bekas tapi tetap berkualitas !!",4 years ago,0,Positif
Danang Agis,4.0,Pelayanan ramah dan sat set,6 months ago,0,Positif
Hesty Wahyu Setyaningrum,4.0,"Tempatnya nyaman, pelayanannya juga ramah, dan tentunya laptopnya juga bagus-bagus. Recommended deh pokoknyaa",3 years ago,0,Positif
lia lestarini,4.0,"Tempat beli laptop second yang terpercaya, barang bagus dan ramah kantong",2 years ago,0,Positif
Alif Nur Amien,5.0,"Pelayanan nyaman, barang oke👌
Sukses selalu Hero Computer Jogja",a year ago,0,Positif
aisyah bayti,5.0,"Sangat recomended untuk cari laptop second, mantappp ❤",11 months ago,0,Netral
Ridho Agung Prasetyo,5.0,pelayanan mantab,a year ago,0,Netral
Afrizal Fathan R,5.0,"barangnya bagus dan mantap , pelayananya ramah harganya juga masuk banget",2 years ago,0,Positif
suhud dharmawan,5.0,"Pelayanan terbaik, dapat diskon+dapat bonus",a year ago,0,Positif
Achmad Rizal,5.0,toko laptop recommended di area jogja,5 months ago,0,Netral
Fedo Gratian Saputra,5.0,Mantap.. harganya murah.. tempatnya nyaman. Pokoknya trusted dan semoga tambah sukses... 👍👍,3 years ago,0,Positif
Mita Rahayu,5.0,"OKEE BANGEET!!! kualitas sama harga barang sesuai, ga tipu-tipu dan baguus pokoknya. rekomended👍",3 years ago,0,Positif
rizki rahmadita,5.0,"cocok buat kalian yang cari laptop second nihhh,pelayanannya ramahh bangettt🤩🤩🤩🥰",3 years ago,0,Netral
Dalla rizki,5.0,Tempat nya nyaman dan pastinya murah-murah 👍👍,3 years ago,0,Positif
Nuril Firdaus,5.0,"Barang mantap, dijamin bagus. Pelayanan ramah terbaik 👍💯",3 years ago,0,Positif
Muhammad Rifai,5.0,"Tempatnya nyaman, mudah dicari
Pelayanannya ramah dan baik
Rekomend banget",2 years ago,0,Positif
ediyusuf_,5.0,"Salah satu toko laptop terbaik yang ada di jogja,baik dari pelayanan, harga dan kualitas barang-nya, sukses terus untuk hero computer jogja 🔥",3 years ago,0,Positif
Muhammad Alfarizi,4.0,Barangnya cukup lumayan bagus,7 months ago,0,Positif
Muhammad Alfahri Solehan (Alfahri),5.0,"Pelayanan Maksimal, Harga Terjangkau, Kondisi Barang Semuanya Mulus-mulus",3 years ago,0,Netral
M. Taqwal Jumareng,5.0,"Pelayanan sangat ramah dan baik, kualitas laptopnya terjamin👍🏻",3 years ago,0,Positif
Pandu Kimmy,5.0,"Lengkap, garansi lama, 100% ori",8 months ago,0,Netral
Antia Tri Wahyuni,5.0,"Kwalitas barang terjamin, belanja puas harga pas mantap",2 years ago,0,Positif
Shafri Azhar,5.0,"pelayanan ramah, cepat, terbaik",8 months ago,0,Positif
Wismar Putra Muhdar Syukur,5.0,"Tempatnya strategis, dipinggir jalan pas, laptop yang disediakan bagus semua dan pelayanannya sangat ramah",3 years ago,0,Positif
Jaemila id,5.0,"Pelayanan sangat baik, dan penyampaian informasi sangat clear",9 months ago,0,Positif
ANSH official,5.0,"Untuk Pelayanan sangat memuaskan dan ramah , untuk tempat (store ) sangat nyaman",3 years ago,0,Positif
manembah marang gusti,5.0,"Rekomended untuk kita yang cari laptop gaming bergaransi terutama di jogja.
Maju terus usahanya buat hero computer",3 years ago,0,Netral
frendy Haryanto,5.0,"Untuk pelayanan sangat bagus,tempat nyaman,harga murah,dan bisa nego",2 years ago,0,Netral
Candra Milad,5.0,"mantab slurr, rekomended buat beli laptop di jogja",11 months ago,0,Netral
fayyadh mhh,5.0,kualitas / harga toppp 🤟,a year ago,0,Netral
Wahyu Sumbaga,5.0,Mantap,7 months ago,0,Positif
Firman firmanto,5.0,"Barang istimewa, sesuai discripsi",2 years ago,0,Positif
Aikido Kartiko,5.0,"Tempat cari leptop second paling recommended. Tempat nyaman, banyak pilihan, pelayanan ramah.",3 years ago,0,Positif
adelia,5.0,laptopnya bagussss & pelayanannya jg oke banget :D,a year ago,0,Positif
Amelia DN,5.0,"Pelayanan ramah, informatif, harga bisa dinego",a year ago,0,Positif
Cingire Anjay,5.0,Keren keren,6 months ago,0,Netral
Gatotkaca 8_ Muhammad Zidan Nurilham,5.0,Barang bagus dan berkualitas serta harga terjangkau,a year ago,0,Positif
Bani Muhamad Isa,5.0,pelayanan oke bonus mouse,a year ago,0,Positif
KENTT CUYYY,5.0,Mantap pokoknya mah beli laptop second highend berkualitas disini aja !!,2 years ago,0,Positif
Annisa Nur Hidayati,5.0,Cocok bangetttt sih buat pelajar yang lagi cari laptop murah tapi berkualitas..,2 years ago,0,Netral
Pulkeria Pica,5.0,Pelayanan ramah,2 years ago,0,Positif
Anamta,5.0,10/10 kualitas barang maupun pelayanan oke punyaa. worth it poll,3 years ago,0,Positif
Davit Agus,5.0,"pelayanannya mantap, kalau ada yg bekas kenapa beli baru",3 years ago,0,Positif
Sastri Rahma Wati,5.0,Pusatnya laptop second jogja dengan garansi resmi. Pelayanan juga mantap👍🏻,2 years ago,0,Positif
Ivan Muhh,5.0,Mas nya edukatif dan udah pasti barang berkualitas.. Ntapp,2 years ago,0,Netral
Rois Shiddiq,5.0,"Mantap banget, rekomendasi cari laptop second🔥",a year ago,0,Positif
Deny Kristianto,5.0,"Mantep recommended buat mahasiswa, kesini buat nyari laptop buat skripsi. Pelyanan oke, tempat nyaman ber AC",3 years ago,0,Positif
Pamungkas Soegihartoko,5.0,"Exelent. 👍
Barang oke, pelayanan oke, harga oke..
Recomended. Thanks bro...",Edited a year ago,0,Positif
Thoriq El Karim,5.0,"Mantappp, laptopnya walau bekas tapi worth it. Harga ada yang murah, pokoknya mantap",2 years ago,0,Positif
annisa caca,5.0,Barang dan pelayanannya terbaik,8 months ago,0,Positif
Herlambang Purnomo,5.0,"Pelayanan bagus,ramah,stock barangnya lengkap👍",2 years ago,0,Netral
058_ Achmad Sofyan,5.0,"Masnya ramah, laptopnya berkualitas dan dikasih bonus pula.",2 years ago,0,Positif
Ali Hasan,5.0,Mantep buat mahasiswa yang pengin cari device berkelas dengan harga bersahabat 🔥,a year ago,0,Positif
Agung Arif Wibowo,5.0,Pelayanan dan barang bagus,a year ago,0,Positif
Sholichatun Nisa,5.0,Very trusted & recommended seller. Tempat nya nyaman dan penjualnya ramah.,3 years ago,0,Positif
Ibu Sumyati,5.0,Pelayanan ramah dan kualitas laptop bagus,a year ago,0,Positif
Ibnu Hidayat,5.0,"Pelayanan ramah, recomended cari laptop second",2 years ago,0,Positif
Muhammad Anas Nazarudin,5.0,"Toko Laptop terbaik sepanjang masa. Hari kiamat tetap buka
Mantapss",2 years ago,0,Positif
beni habibie,5.0,"Pelayanan ramah, informatif dan harga kompetitif, semoga tambah sukses",2 years ago,0,Positif
Nugraha Dewa,5.0,"Beli dan antar sampai Bali dengan aman sentosa tanpa hambatan, sukses selalu bisnisnya",3 years ago,0,Netral
Komplang Bagus,5.0,Barang bagus dan dapet bonus,a year ago,0,Positif
Hasan Saputrah,5.0,Pelayanan ramah dn smoga awet laptop nya,a year ago,0,Positif
Rara,5.0,Tempat rekomen terbaik jual beli laptop di jogja yang bergaransi resmi👍👍,2 years ago,0,Positif
Meirizka,5.0,bagus!,3 months ago,0,Positif
Rizky Gusti,5.0,"laptop bekas berkualitass,MURAH dan ramah pelayanannya TENTUNYAA 🔥🔥",a year ago,0,Positif
Solihin Rifanto,5.0,Rekomend buat yang mau beli laptop mantap,a year ago,0,Positif
Adden Yusgiantoro Putra addenyusgiantoro.2022,5.0,"Kualitas laptop nya bagus, pelayanan ramah",a year ago,0,Positif
Ilham,5.0,Toko laptop second terbaik dijogja menurut pengalaman saya 👌🏽👌🏽😁 stoknya like new smua,4 years ago,0,Positif
faridatul hidayah,5.0,"Nyaman, pelayanan ramah",2 years ago,0,Positif
Alwahida Ahfi,5.0,"buat yang cari laptop disini aja, pelayanan ramah pastinya harganya terjangkau",3 years ago,0,Positif
Awwahun Halim (Halim_Zi),5.0,"Anda mencari laptop second tapi masih seperti baru?
Iya disinilah tempatnya laptop second yang berkualitas, dan owner juga ramah",3 years ago,0,Positif
Rantih Amelia,4.0,"Pelayanan bagus, laptop nya juga bagus",9 months ago,0,Positif
Pemdes Lubuk seberuk,5.0,"Barangnya berkualitas, penjualnya ramah. Terbaik!",2 years ago,0,Positif
123_Rafi Arrazak,5.0,"laptop lengkap , yang jaga juga ramah ramah harga ramah di kantong, recommended 👈",10 months ago,0,Positif
RIZKI SISTHANNISA,5.0,pelayanan baik dan jelas,6 months ago,0,Positif
Faishol Abyan Syarif,5.0,"Pelayanan ramah dan baik , cocok untuk yang mencari laptop bekas area jogja",3 years ago,0,Positif
Norres Satyawira,5.0,"Mantab, laptop masih garansi panjang, masnya juga ramah dan enak buat sharing",3 years ago,0,Positif
Hafiidz Smansapa,5.0,Pelayanan cepat tanggap dan sopan recommended karena yang di jual laptop dengan spesifikasi bagus,3 years ago,0,Positif
Eko Nur Cahyo,5.0,Laptopnya mantep mantep disini 👍,3 years ago,0,Netral
kanaka ruth,5.0,"trusted guys, barangnya juga oke masih mulus, garansi, dan dapet bonus 😆😆👍",3 years ago,0,Positif
Kiseki Distro ID Sticker and Apparel,5.0,"Barang bagus, pelayanan ramah.. recommended bgt...",2 years ago,0,Positif
Muhammad alfi Syahrir rahman,5.0,"Pelayanana ramah, tempat nyaman dan adem",a year ago,0,Positif
yanuar perdana,5.0,"Pelayanan mantab, cari laptop bekas disini aja, kualitas A1",2 years ago,0,Netral
Rafi Rahman,5.0,"laptopnya banyak + harga terjangkau, dapet diskon juga dari harga yg dipasang👍🏻👍🏻",a year ago,0,Netral
Bagas Adhitama,5.0,pelayanan mantap dan sangat rekomended buat yang mau beli laptop,3 years ago,0,Positif
Rosa Dwi Andini Putri,5.0,"Tempat nya nyaman, banyak koleksi laptop second tipe yang baru",2 years ago,0,Positif
Alfin budiana,5.0,ramah dan keren,a week ago,0,Positif
dialogue,5.0,Tempat beli laptop keren dengan harga yang cukup miring ditambah bonus. Keren 👍🏼👍🏼👍🏼,2 years ago,0,Netral
Bawazier Albanjari,5.0,"Pelayanan mantep, barang mantep.",7 months ago,0,Netral
Exsan yuwandono,5.0,"Pelayanannya bagus banget, puas pol pokok.e",a year ago,0,Positif
Akmal Nafidz Lawdza'i Kusmayadi,5.0,Terbaik 👍👍👍,3 weeks ago,0,Positif
anur hidayanto,5.0,"Pelayanan ramah, pilihan lumayan variatif, garansi juga.",2 years ago,0,Positif
Afdika Permana,5.0,Aman dan terpecaya. Dan gampang konsultasi,8 months ago,0,Netral
Latif Surya alamsyah,5.0,"Mantap, Pusat laptop berkualitas., cs juga ramah banget...",2 years ago,0,Positif
Diah Saniy Pramudita,5.0,"Penjualnya ramah banget, tempat jual laptop murah di Jogja, Worth It Bangetttttttttttt",3 years ago,0,Positif
Alfin budiana,5.0,ramah dan keren,a week ago,0,Positif
Denita frisky,5.0,"Pelayananya bagus, Laptop nya juga keren” masih bergaransi jugaa , 👍👍👍",3 years ago,0,Positif
Rafi Rahman,5.0,"laptopnya banyak + harga terjangkau, dapet diskon juga dari harga yg dipasang👍🏻👍🏻",a year ago,0,Netral
Friyo Souisa,5.0,Untuk Tempatnya Bagus dan Harganya terjangkau untuk Mahasiswa✨,a year ago,0,Positif
RIZKI SISTHANNISA,5.0,pelayanan baik dan jelas,6 months ago,0,Positif
Pita Dewi,5.0,Ngebantu bgt ini sihh,2 months ago,0,Netral
isnaini subkhi,5.0,Menjual laptop yg masih bergaransi resmi. Ini yg membedakan dg toko lain. Kerenn,4 years ago,0,Netral
Alfath Afdhal,5.0,bagus,4 weeks ago,0,Positif
Naufal Mas'ud,5.0,"mantap, pelayanan ramah harga bersahabat barang debes",3 years ago,0,Positif
Royani Rahman,5.0,"Sangat worth it, kualitas barangnya bagus semua",a year ago,0,Positif
Aqmal Safa Rifai,5.0,"Puas sekali belanja disini, penjaga tokonya ramah, asik",3 years ago,0,Positif
andreas salettia,5.0,"pelayananya sangat baik, dan ramah2 pokokya the best lahh🤩",a year ago,0,Positif
Rio Dwi Saganev,5.0,Toko laptop yang harganya gokil rekomended bgt pelayanan ramah,2 years ago,0,Positif
Raken Abdurrozaq,5.0,"Mantap, harga bersahabat 👍",3 years ago,0,Positif
Faza Maulida Rahman,5.0,Banyak pilihan laptopnya,Edited 4 months ago,0,Netral
Nico apriliantono,5.0,keren,a month ago,0,Netral
Setia Bela Adi Nugroho XI IPS 2,5.0,Pelayanan sangat ramah dan harga terjangkau murah,a year ago,0,Positif
Rafi Dwi S R,5.0,Sangat recomended buat yang mau cari laptop spek tinggi tapi harga terbatass,3 years ago,0,Netral
Nugroho Amrih Widodo,5.0,Sangat Ramah amanah barang mulus... Barangnya bagus2,a year ago,0,Positif
Muhammad Fredy Andreansyah,5.0,mantab,a month ago,0,Netral
Fernando Redondo,5.0,"Laptop bagus, pelayanan ramah, pokoknya top cer buat toko ini",3 years ago,0,Positif
Simpran Purbantini,5.0,Recommended bgt buat yang lgi cari2 laptop second kualitas tinggi,2 years ago,0,Netral
Sang pejuang,5.0,"Rekomend, leptop berkualitas dan bergaransi, pelayanan sangat memuaskan",3 years ago,0,Positif
Kristianto,5.0,"Pilihan laptopnya banyak, harga terjangkau,
mantapp👍🏻",a year ago,0,Netral
Ayu Ratih,5.0,"oke banget, beli laptop second serasa baruuu👌🏻",2 years ago,0,Positif
Khuma Humsosi,5.0,Pelayanan ramah,5 months ago,0,Positif
Fuadatus Sholihah,5.0,"Tempat beli laptop spek bagus, harga terjangkau.",a year ago,0,Positif
PO POO,5.0,Mantap,a month ago,0,Positif
Dyah Septi,5.0,"Sangat recomended, pelayanan nya juga sangat ramahh👍👍",2 years ago,0,Netral
Wahyu Budi Santoso,5.0,"Tempat beli laptop second yang recommended , dan pasti masih garansi resmi",a year ago,0,Netral
Dikra Sadoni,5.0,"Pelayanan ramah , tempat strategis , aksesoris komplit",2 years ago,0,Positif
Syaifullah Alfaruq,5.0,"Pelayanan mantap, laptop 2nd berkualitas semua 👍",2 years ago,0,Positif
Muhammad Idham Arafah,5.0,Rudi pernah beli laptop disini,2 years ago,0,Netral
Pendet 11,5.0,"Bagus, dapet laptop gaming gahar mantap, tapi harga miring",Edited 11 months ago,0,Positif
Hapy I,5.0,"Rekomend buat yg cari laptop second kualitas sangat bagus, disini ada banyak",3 years ago,0,Positif
Hasan Riyanto,5.0,"Barang istimewa.
Pelayanan super ramah.

Makasih mas.
Sukses teruss",4 years ago,0,Positif
Almaz Fiqri,5.0,"Nice shop, pelayanan sangat ok",a year ago,0,Netral
Rizqi Firdaus,5.0,"REKOMEN TEMPATNYA, SAYANG CEPET HILANH BARANGNYA.

MANTEPPP LAHH",a year ago,0,Netral
Ayu Ratih,5.0,"oke banget, beli laptop second serasa baruuu👌🏻",2 years ago,0,Positif
Sparepart Laptop,5.0,Agannya ramah..tempatnya nyaman..udh ga bisa bilang apa apa lagi..trusted lah,4 years ago,0,Netral
Rahma Dania Ayushinta,5.0,"Tempat nyaman, penjualnya ramah, ga nyesel beli disini 👍",4 years ago,0,Positif
Sarrah Natalia,5.0,"Pelayanan nyaman, barang oke👌
Sukses selalu Hero Computer Jogja😇",3 years ago,0,Positif
Muhamad Hakim Saputra,5.0,Ramah rekomended,3 years ago,0,Positif
Adinda Willyana,5.0,"laptopnya bagus², pelayanannya ramah. recomended pokoknyaa👍👍👍👍",2 years ago,0,Positif
