nama_penulis,rating,teks_ulasan,waktu
Nu'man Jamil,4,"Peralatan rumah tangga lengkap, sayur sayuran dan lain lain, parkir ",7 tahun lalu
fauziah saridewi,5,Nyaman,Diedit 7 tahun lalu
Southside Fox,5,"Hmm agak susah dilihat tempatny, sayurnya segerrr masih cucmeyong, parkir kurang gedhe, dan agak sempit but affordable buat mahasiswa hehe",Diedit 7 tahun lalu
Agus Haryono,5,Lengkap ... Cocok buat belanja bulanan,7 tahun lalu
Durotul Mahsunah (Dumas),5,"shopping places that most often give discounts for their products, there are discounts on certain days for certain products, such as discounts on cosmetic products on Fridays, ",7 tahun lalu
Dheerandra Clearesta,3,Murah murah,7 tahun lalu
Yopa Nur,5,Terlengkap,7 tahun lalu
Wahyuni Nararya,4,Parkirnya susah..,7 tahun lalu
Rizal Aditya,5,"murah, lengkap dan banyak diskon",7 tahun lalu
Cintya Alavanna,4,Tempat favorit saya belanja bulanan karena harganya cukup miring. Dan dekat dari rumah.,Diedit 7 tahun lalu
rubi subarno,4,Good,7 tahun lalu
Henryuuga,5,Mirota paling nyaman se DIY. Harga juga paling murah.,7 tahun lalu
Gunawan Mr,4,Murah harganya,7 tahun lalu
Putri Apuya,5,"Kini belanja di Mirota kampus cabang Gejayan semakin komplit. Letaknya juga tak jauh dari perkampungan maupun kota. Akses masuk juga mudah, terletak dipinggir jalan palagan. Yang ga kalah menariknya itu harganya yang sangat miring. Bahkan sering diadakan undiah berhadiah yang hadiah gede banget  rumah, perlengkapan rumah tangga, voucher belanja, dan masih banyak lagi.",7 tahun lalu
Dimas Triadi,5,"Sejuk nyaman di rasakan,,,",7 tahun lalu
Deni Laksono,4,Makanan curahnya seru hehr,7 tahun lalu
Anna Indah Sylvana,5,"Tempat belanja yg cocok untuk one stop shopping. Semuanya ada dan harganya terjangkau bahkan cenderung lebih murah dibandingkan tempat belanja serupa. Dari bahan makanan, peralatan rumah tangga, perlengkapan dan peralatan sekolah, busana/fashion dan kosmetik.",7 tahun lalu
Rudy,3,Harga murah tapi tempat sempit dan karyawan sangat tidak ramah,7 tahun lalu
tiwi hardiana,4,Lengkap murah,7 tahun lalu
JT 17,5,"Mantap,  harganya murah2,  saya pasti belanja di situ lagi.",7 tahun lalu
Wahid Fajar,5,"Tempat belanja faforit, harga murah, barang lengkap ada sayuran dan buah fresh..pelayan  bagus, area parkir kurang luas..",7 tahun lalu
Fdh Syf,4,Belanja kebutuhan di sini murah2,7 tahun lalu
MA Channel,4,Bagus sebagai alternatif selain di Mirota kampus Simanjuntak tapi tempat parkir terlalu sempit,7 tahun lalu
Syafa Oriza,3,Nyaman pelayanan..antre g panjang,7 tahun lalu
Kusno Riyadi,4,Ramai dan lengkap barang belanjaan nya,7 tahun lalu
Pocut Laura,5,Barang kebutuhan rumah tanggga lengjap dah harga relatif murah,7 tahun lalu
Thema Arrisaldi,5,Murah enak,7 tahun lalu
budi santosa,5,Murah dan lengkap.,7 tahun lalu
Qolbi Nurzenna Suwandi,3,"Barang-barangnya lengkap dan murah-murah banget. Yhaaa harga membawa rupa sih, untuk baju dsb memang sesuai harga dengan kualitas. Selebihnya sangat membantu penghematan.",7 tahun lalu
Baskara Agung,4,Berbagai macam produk komplit tersedia disini untuk kebutuhan rumah tangga sehari-hari. Disarankan kalau hanya belanja sedikit lebih baik jangan disini karena akan mengantri sangat lama. Parkiran kecil dan kadang masuk ke jalan raya untuk parkiran mobil. Pelayanan baik dan memuaskan.,7 tahun lalu
hendarto adji,4,Murah2 hanya lahan parkir mobil sedikit,7 tahun lalu
Dinda Choerunnisa,5,Tempatnya bagus,7 tahun lalu
Subhan Sleman,2,"barang blm komplit, parkir terbatas bikin macet",7 tahun lalu
Salmaa Dz,4,"Banyak diskon, lengkap dan murah. Tapi ads pegawai yg kurang ramah dan agak kasar",7 tahun lalu
Ayodya D Pramudito,4,"Harga murah, lengkap.. Sayang parkir mobil kurang luas.",7 tahun lalu
iswan arpadi,5,Lengkap banget...,7 tahun lalu
tanti 2711,4,"Nyaman, mudah, murah",7 tahun lalu
Dwiki Firdaus,5,murah dan berkualitas,7 tahun lalu
Ridwan dedianto,4,Okelah buat belanja,7 tahun lalu
Sri Rejeki,5,"Mirota,,tempat belanja murah,lengkap,dan dekat dengan rumah.",7 tahun lalu
Fanks,4,Barangnya beragam dan lengkap. Ada barang fashion juga di lantai 2,7 tahun lalu
Kabul Sutrisno,3,"Perlu dipikirkan tempat parkir mobil, tempat tunggu pengantar dan disayangkan tempat barang selalu berubah sehingga membuat pusing pengunjung apalagi bg konsumen yg buru2.",7 tahun lalu
Juha Udia,5,Lengkap,7 tahun lalu
Maspur Wanto,4,Lengkap semua ada,7 tahun lalu
Glory Valentine,5,Tempat belanja dgn harga terjangkau,7 tahun lalu
Cilek Moenya,5,Tempat belanja,7 tahun lalu
Indra Karyana,5,Barang barang keperluan rumah tangga lebih lengkap dan relatif lebih murah.,7 tahun lalu
Fanatrys Sarwandi,4,"Barang""nya lengkap, tapi tempat parkirnya perlu diperluas lagi",7 tahun lalu
Indi Maretno20,4,"Tempat belanja untuk semua kalangan  baik kalangan menengah,  kalangan atas juga pas untuk mahasiswa.
Tempat belanja ini tidak pernah sepi apalagi setiap hari jumat  ngantri di kasir harus sabar, karena ada banyak diskon sehingga ibu ibu dipastikan belanja pada hari jumat",7 tahun lalu
Hanung Handoyo,5,"Di area jl. palagan tentara pelajar, mirota kampus palagan adalah tempat belanja terlengkap.",7 tahun lalu
Heri Wahyu,5,Harga murah. Barang komplit,7 tahun lalu
Suci Amalia,3,Tempatnya kurang luas dan barang juga kurang komplit,7 tahun lalu
Pipit catur Riyanti,4,"Tempat belanja yang lumayan lengkp dengan harga yang terjangkau. Kurng difasilitas parkirnya,selebihnya lumayan walaupun antri kasir kdang juga lumayan panjang.",7 tahun lalu
Tethaa Wiidyaa,4,"Deket rumah,",7 tahun lalu
Dewo Dewandari,4,Ok,7 tahun lalu
Arman Wahyudi,4,Ada kenangan yang tak pernah aku lupakan di sana,7 tahun lalu
Ir Setiyawan,2,Tempat parkir mobil kurang sekali(hanya untuk 4 mobil saja),7 tahun lalu
Diah Yunita,5,selalu kessinii,7 tahun lalu
Suprapti Ningsih,4,Komplit pelayanan ramah,Diedit 7 tahun lalu
Anto Makking,5,Undian berhadiahnya jadi magnet buat belanja terus,7 tahun lalu
Dian Anggraeni,5,"Lokasi pinggir jalan,cuma kgak.ada parkir buat mobil..jd kdang agak susah...tapi disana murah2,apa lagi setiap hari jumat..ada promo2 dan diskon2...",7 tahun lalu
abd halim,5,pusat belanja,7 tahun lalu
Arditia Satriyo,4,serba ada,7 tahun lalu
Antun Muwuri Heratanti,4,an affordably comfortable supermarket,7 tahun lalu
Adi Nugroho Wijatmoko,5,Salah satu cabang Supermarket lokal jogja.. lengkap.. murah.. ,7 tahun lalu
Lufthii Lufthansah,5,Tempat melipir.  murah,7 tahun lalu
hernawan senja,5,belanja komplit disini tempatnya,7 tahun lalu
Amal Effendi Amael,4,"Mirota kampus palagan adalah toko swalayan dengan harga jual standar. Mirota kampus yang berada di jalan palagan ini mudah diakses, memiliki tempat parkir yang lumayan luas, dan dekat dengan jalan raya. Jadi tidak akan kesulitan menuju ke swalayan ini. Mirota kampus ini menyediakan segala keperluan. Mulai dari pakaian, makanan, bahan pokok, bumbu dapur, dan lain-lain. Tapi Mirota ini tidak aksesibel untuk pengguna kursi roda.",7 tahun lalu
Abdul Mutaali Balmukhtar Al-Idrisi Al-Hasani,4,"Murah disini, beli kopiah, tahu bakso, sama sayur",7 tahun lalu
subuh wahyu,3,"Lumayan dah pinter cari peluang bisnis, yang beli banyak tapi kasirnya yang di buka cuman berapa jadi sambil ngantri bisa tergiur oleh barang lain, penataan tempatnya pas cuman masalah parkiran nya doang kecil",7 tahun lalu
Ratna Tetriana,4,Barang2 nya lengkap dan murah.,7 tahun lalu
Ayuni Nur Fitriana,4,Good local store to buy groceries and Not to crowded,7 tahun lalu
Yuyun Ayunda,4,"Tempat belanja murah, dan lengkap",7 tahun lalu
dyna rahayu,3,Akhir-akhir ini terlalu sering dilakukan perubahan tempat/rak. Bikin bingung kalo mau nyari barang,7 tahun lalu
Natya Jenie,4,"Lengkap utk daily needs maupun busana dan kosmetik
Lt.1 utk kebutuhan sehari2
Lt.2 utk baju dewasa, anak, bayi, alat tulis, mainan, dan kosmetik.
Lt.1 ada manna bakery yg enak2, termasuk kue taart nya lezat.
Harga agak murah dibanding yg lain, apalagi klo hari diskon.
Sayang, parkir sering penuh krn hlmn luarnya kecil (khas mirota kampus).
Parkiran mobil dan motor tidak memadai.
Di sini tdk tersedia bahan mentah segar seperti ikan hidup, daging, dan ayam kampung.",7 tahun lalu
Widjo Kongko,4,"The prices are competitive, the parking lot is less, frequently block the road in front",7 tahun lalu
dian fn,5,"Sangat murah,",7 tahun lalu
Syahida Norviana,4,Staf hrd nya ramah,7 tahun lalu
Novi Herdalena (Psikolog Yogyakarta),5,"Untuk kelas supermarket, harganya jauh sangat murah diatas rata-rata yang lain dan barang-barang lebih lengkap, jadi kl awal bulan mau beli belanja bulanan sangat coxok disini",7 tahun lalu
Efi Anggriani,5,Murah..lengkap  sangat ramai..,7 tahun lalu
Rama Fatha,5,Tempatnya nyaman dan karyawannya ramah2... Makasih...,7 tahun lalu
dila aristriyanto,5,Belanja hemat,Diedit 7 tahun lalu
Shika Yuatna,5,"Best price for grocery shopping, cosmetics, clothes, stationery, etc.",7 tahun lalu
Siti Zumaroh,5,Bagus tempate. Nyaman untuk belanja.,Diedit 7 tahun lalu
Mini Kh,5,Tempat belanja yg nyaman,Diedit 7 tahun lalu
Widiastuti Setyaningsih,4,Harga ekonomis tpi antri kasirnya lumayan panjang,7 tahun lalu
Tukang Taman Yogyakarta (Taman),4,"Segala kebutuhan ad,,",7 tahun lalu
BIG DAYA MULIA,5,Terbaik,7 tahun lalu
Istiana Prihatini,4,"Semacam toko serba ada, utk berbaga macam keperluan. Bagian fashion, menyediakan cukup banyak pilihan dengan harga cukup murah. Harga barang groceries standard. Pelanggannya cukup banyak sehingga sering terjadi antrian panjang di kasir",7 tahun lalu
Dedy Masnur,3,it is a nice place to shop although it is very hard to find a parking kot,7 tahun lalu
Habibi Eka Hadaya,5,"Pengalaman berbelanja yang sangat menarik, banyak promo dan yang penting dalam satu tempat, segala kebutuhan bisa terpenuhi.",7 tahun lalu
Nur k hamid (Nurkhamid),4,"Warung ini rame, banyak pengunjung. Kalau hanya beli apa gitu, dan tergesa-gesa, bisa jadi mentok di kasir lumayan lama, sebelum bayar barang yang kita beli.",7 tahun lalu
Joko Setyawan,5,Harga terjangkau,7 tahun lalu
Harnowo,4,Murah,7 tahun lalu
Isnaini Wahyu N,5,Tempat mencari keperluan sehari dan murah,7 tahun lalu
Risa Tindra,4,Tempat belanja bulanan yg lengkap,7 tahun lalu
J LTob,4,"Harga produk lebih murah dibanding swalayan yang lain, lumayan lengkap, antrian di kasirnya  hampir selalu panjang",7 tahun lalu
Arya Narendra,5,Tempat belanja nya emak2 yg kekinian,7 tahun lalu
Aditya Novianto,4,The favorite place to fulfill your everyday needs. It has a large parking area with super nice parking man. It is really clean and the things are in good arrangement,7 tahun lalu
galang pambudi anggara,5,Tempat belanja lengkap,7 tahun lalu
bimo putro,5,i love you mirota,7 tahun lalu
andrianto maulana,4,"Murah2 gan, biasanya ada promo2 gtu. Cuman antriannya lama, hiks",7 tahun lalu
ludri pangesti,4,sangat sangat suka,7 tahun lalu
zaenal arifin,5,Kecil tp ramai,7 tahun lalu
Reef Keeem,5,Sama dengan mirota bawah buat yg deket palagan cocok buat belanja2 mahasiswa,7 tahun lalu
RC,2,Sempit,7 tahun lalu
Fitriana Sari,5,"Lengkap, nyaman",7 tahun lalu
Ririe Khayan,4,"Mirota Kampus di jalan Palagan Tentara ini merupakan salah satu cabang swalayan dengan nama yang sama dan ada beberapa cabang di Yogyakarta. Lokasinya berjarak beberapa ratus meter di utara Hotel Hyatt. Swalayan ini menyediakan berbagai macam barang kebutuhan sehari-hari, mulai dari makanan, peralatan dapur, pernak-pernik, baju, aksesoris, perlengkapan make, kecantikan, body care maupun home dan masih banyak produk lainnya.

Harga cukup murah, dan sering ada promo diskonan. Mirota Kampus ini selalu ramai dan bejubel pengunjung.",7 tahun lalu
Wulan Ambar,5,Nice swalayan,7 tahun lalu
Kaila Ekaputriani,5,Parkir terlalu sempit,7 tahun lalu
lemon juice,5,Barang lengkap dan dekat rumah.,Diedit 7 tahun lalu
marva raqilla,5,Harga barang disini lebih murah dibanding supermarket lain nya.. Memang ada beberapa barang yg sy cari suka ga ada.. Tp lumayan lengkap lah kalo untuk kebutuhan sehari hari.. Selain sembako jg banyak perlengkapan rumah tangga lainnya juga pakaian...,7 tahun lalu
Karis Abiyoga,4,"Tempat belanja yang nyaman, dan harga yang terjangkau",7 tahun lalu
Mami Kalea,5,Murah sering diskon,7 tahun lalu
Isti Komawati,5,"Murahh dan lengkap,  bnyakk promoo",7 tahun lalu
tri wijiyanto,5,"rute yang mudah dicari, tempat yang anam dan nyaman untuk berlibur",7 tahun lalu
Guntus Wihara,5,"Tempat belanja bulanan yg lumayan lengkap ,untuk kasir kalau bisa dipisah untuk troli",7 tahun lalu
Ag Gunawan,5,Komplit hrg lmyn murah,7 tahun lalu
T. M.,5,Great shopping place with great variety of products and very economic price.,7 tahun lalu
Albert Irmawan,5,Good,7 tahun lalu
Luthfi Qoriah,5,Beli kebutuhan pokok lebih murah,7 tahun lalu
Riaya Edy Widowaty,5,Deket rumah...,7 tahun lalu
atik fatkhiyati,5,Parkiran luas dan di dalam lengang,7 tahun lalu
Eka Wbs,5,Mirah lengkap #belanjabulanan,7 tahun lalu
Fitri TOWANK,5,Lengkap mau cari apa aja ad,7 tahun lalu
Salam,5,"Complete and cheap, you can find especial smooth palm date there.",7 tahun lalu
Nda,4,Lumayan lengkap. Murah,7 tahun lalu
Sabrina Umi Khabibah,4,"Tempat belanja idola.
Termasuk one stop supermarket dengan harga terjangkau di Jogja",7 tahun lalu
Josephine Ika Wulandari Anggoro,5,Walau nggak selengkap yg di UGM lumayan lah,Diedit 7 tahun lalu
Hendra Adi handaya,5,"Komplit dan harga familiar,...",7 tahun lalu
M. Lytto Syahrum Arminsa,5,Jossss,7 tahun lalu
UBNith,5,Tempat belanja yang cukup lengkap,7 tahun lalu
Oh Sehun,5,Best place to buy cosmetics,Diedit 7 tahun lalu
Titik Karyati,5,Bersih nyaman murah pelayannya ramah,7 tahun lalu
linda shinta,5,"Tempat belanja yg megah, yg dekat dengan lokasi saya. Sangat membantu, dan menenangkan, saat ada keperluan yg penting, yg di tempat lain tidak ada",7 tahun lalu
ramza quattro,3,"I would love to give it 5 if ""Challenger"" is still there. Without it, it's just another ""okay"" store you can also find somewhere else...",7 tahun lalu
Rissa Nurashri,5,Saya sering belanja disini...harganya murah n lengkap,7 tahun lalu
Ahmad Nur,5,Jangan lupa kalau ke mirota kampus palagan mampir ke service jam samping mirota kualitas bersaing harga bersahabat jam apa saja bisa di perbaiki recomended dah,Diedit 7 tahun lalu
Yeni Crisbet,5,Murah dan lengkap,Diedit 7 tahun lalu
Teguh Arifianto,5,Untuk belanja bulanan sangat cocok karena harganya lebih murah dari yang lain,Diedit 7 tahun lalu
Ratna Puji,5,Cheap and complete,7 tahun lalu
Sobi Sobi,5,Parkir mobil terbatas,7 tahun lalu
Uwik,4,Tempat nyaman buat belanja bulanan,Diedit 7 tahun lalu
AGUS SUPRIYANTO,3,"Tempat parkir mobil yg kurang nyaman..., tetapi untuk kebutuhan belanja sehari hari sdh komplit",7 tahun lalu
arie,4,"cheaper than some market, wide place, easy to find, simply love it",7 tahun lalu
Muslimin Tamtomo,3,Belanja komplit,7 tahun lalu
Taufik Rahman_91,4,menyediakan bnyk pilihan kebutuhan sehari2..,7 tahun lalu
Putra Wahyu S,3,Murah sih tp kurang lengkap,7 tahun lalu
cecz pewe,4,jangan datang pas tanggal muda,7 tahun lalu
Fenditias Rahayu,5,Pelayanan yang ramah dan harga murah,7 tahun lalu
arif ranu,3,Parkir susah,7 tahun lalu
Aryanti Ekaningsih,5,Tempat yang cukup lengkap buat belanja kebutuhan sehari-sehari...,7 tahun lalu
Lintang Imas,4,Harga terjangkau,7 tahun lalu
sitta azizah,5,Semua ada di sini..,7 tahun lalu
Novrizal Bahari,3,Murah dan cukup lengkap,7 tahun lalu
"Setia ""TUTUQ"" Chandra",5,"Mirota Kampus always have various discounts, which customers believe that all items sold there are really cheap. Perfect for everyday needs.",7 tahun lalu
Rilang Nadhil,5,"supermarket yg menjual berbagai macam pilihan kebutuhan sehari-hari mulai dari bahan makanan, cemilan, fashion, alat masak, alat elektronik, dll yg sangat lengkap.. penataan barang yg sangat baik sehingga memudahkan kita sebagai pembeli.. harga yg cukup terjangkau.. akan tetapi sangat disayangkan tempat parkir nya kurang luas sehingga cukup sulit untuk memarkir kendaraan roda 4..",7 tahun lalu
Sigit Fajar Syambudi,4,"Barang lumayan komplit, harga cukup murah (apalagi sering ada diskon utk produk tertentu), pelayanan ramah",7 tahun lalu
Muhammad Nagib Ba'abud,5,Pusat swalayan terlengkap dipalagan,7 tahun lalu
alfat os,5,lengkap murah,7 tahun lalu
Darwan Syafriyanto,5,Jos,7 tahun lalu
apryz avaztya,5,Termurah. Mending belanja disini daripada di indomarce atau alfamarce,7 tahun lalu
Eldrian Ivander,3,Parkirnya kurang luas,Diedit 7 tahun lalu
Garnish Dessy Ayuningtyas,5,A complete supermarket.,7 tahun lalu
Antonius Indarto,3,Luamayan dapat dijangkau dgn mudah bisa belanja lebih santai dan nyaman,7 tahun lalu
Amiaty Rani,5,"tempat parkir sempit,   antrian panjang dan lama jika musim gajian. but good services",7 tahun lalu
upik mahda sukmayanti,5,"Belanja bulanan selalu disini, lengkap, murah, sering ada promo. Dari kebutuhan rumah tangga, fashion, ATK, make up, aksesoris mainan anak ada semua",Diedit 7 tahun lalu
Yutty 'oetiek' (Oetiek),3,Lumayan lengkap..hrga terjangkau,7 tahun lalu
Ridho Muhammad Hasan,5,Opo2 ono,7 tahun lalu
Maya Pramudita,5,Favorit mahasiswa. Habis renov lantai dan lebih longgar,7 tahun lalu
dziyau,5,"Belanja grosir, disini banyak barang2 yang diskon kalo diatasi jam 5 sore",7 tahun lalu
Wiji Muharto,5,Pengalamanku sing wis ora bakal terulang lagi,7 tahun lalu
Irene Lilo Widati,5,"Tempat belanja yang nyaman...hampir semua yg saya inginkan,ada d sini",7 tahun lalu
Agus Nugroho,5,Nyaman,7 tahun lalu
oknika dwi untari,5,Tempat belanja murah dan cukup lengkap,7 tahun lalu
Sekti Wibowo,2,Lewat,7 tahun lalu
GusDjat Pamungkas,4,tempat parkir roda empat kurang luas,7 tahun lalu
Rofiatul Azizah,5,Pelayanan ok,7 tahun lalu
Aye Ma Gue,3,lumayan nyaman,7 tahun lalu
Jill Adisthy,4,"Suka belanja di sini
Murah
Tatanan rapi.
Pelayan nya ramah",7 tahun lalu
sabren sollekah,4,Yang paling ditunggu diskon tiap hari jum'at. Tapi antri panjang kalau hari jum'at + tanggal muda lebih panjang ,Diedit 7 tahun lalu
Pon Idi,4,90% ready,7 tahun lalu
Winda Asfar,5,Komplit dan murah ,7 tahun lalu
Apriana Ika,5,"Suka belanja disini, ga terlalu crowded.",7 tahun lalu
Putra Prive,4,Barang2 untuk keperluan rumah tangga cukup lengkap. Namun kurang wahana permainan untuk anak2.,7 tahun lalu
Uli Azizah,4,Murah murah,7 tahun lalu
Dedi Siswanto,3,Murah,7 tahun lalu
Janaverry Rachmatika,4,Supermarketnya anak kos jogja :-),7 tahun lalu
Agus Heryanto,5,Ok,7 tahun lalu
Fadhil Yaqdan,4,"Harga memuaskan,,, tp sayang blm pernah dpt undian pdhl udah jd member jd jaman bahela... Kasih bintang 5 kl udah dpt undian ya....",7 tahun lalu
Zaenul Malik,4,"Lengkap dan nyaman, tempat parkir cukup luas..",7 tahun lalu
Affan Ms,5,Lumayan lengkap,7 tahun lalu
Joshua Agustinus,5,Spacious,7 tahun lalu
Trisna Kinanti,5,"Harganya murah2. Cocok buat yang mau belanja keperluan bulanan. Tidak terlalu ngantri, hanya awal bulan saja yang antri",7 tahun lalu
Aya Kin,4,Susah cari parkir mobil.. Alias terbatas,7 tahun lalu
Rara Arby,5,"You can find everyday needs in there, from kitchen to bathroom, also cosmetics and some apparels, quite cheap ",Diedit 7 tahun lalu
G Widyatmoko,5,Tempat belanja yang lengkap dan murah,Diedit 7 tahun lalu
KF Najah,5,Murah meriah,7 tahun lalu
Ana Desiana,4,Saat ini parkiran motor mirota kampus sudah d perluas. Sayangnya belum ada parkiran yang lebih luas untuk mobil. Gedung mirota kampus juga telah direhab sehingga sedikit lebih luas dari sebelumnya. Untuk pengguna navva green  kini telah tersedia di Mirota kampus. Bisa d cek d bagian kosmetik.,Diedit 7 tahun lalu
K M,5,"Tidy, clean, relatively cheap price, relatively good parking space",7 tahun lalu
Ika R,4,They have varieties of good traditional snacks,Diedit 7 tahun lalu
Snub Nu,5,lahan parkirnya semoga makin diperbesar dan drainase di depan e diperhatikan,7 tahun lalu
mank nukz,3,supermarket,7 tahun lalu
bakhtiar az,5,Nice to shop for daily,7 tahun lalu
Ahmad Putra,5,Belanja murah harga pas...selalu ke mirota,7 tahun lalu
Ste Putra,5,Tempat belanja yang menyenangkan dengan banyak pilihan dan disertai pelayanan yang ramah.,7 tahun lalu
"Kribo ""Marcello""",5,Harganya mahal,7 tahun lalu
Akun Clone2,5,Bagus harga terjangkau katanya setiap awal bulan ada diskon,7 tahun lalu
Budy Idub,4,"Antri kasirnya kalo tanggal muda gak sepanjang mirota bulak sumur, tapi lengkap yang bulak sumur",7 tahun lalu
Sahabat Property,5,Murah,7 tahun lalu
Rion Inox,4,Swalayan,7 tahun lalu
Susanto Yohanes,3,nyaman tapi sayang acnya kurang adem,7 tahun lalu
Agung Setianto,5,Mantap..,7 tahun lalu
Rio Dwi Anggoro,4,Kekurangannya cuma tempat parkir kurang luas,7 tahun lalu
nova listin,3,Parkirnya pas2an,7 tahun lalu
Savira Evi,5,Okee.,7 tahun lalu
Agnes Jati,4,Pelayannya ramah,7 tahun lalu
Dyah Permatasari,4,"Barang yang dijual relatif lengkap untuk kebutuhan sehari-hari. Ada sayuran segar dan buah-buahan juga. Pelayanan kasir cepat hanya saja ada beberapa antrian. Untuk ATM, tersedia ATM Mandiri di pelataran depan.",7 tahun lalu
Niwang SL,4,"Nice~
Lumayan lengkap, cuma ya selalu antri..",7 tahun lalu
Andromeda Noholo,5,Lengkap dan murah,7 tahun lalu
Thomas Yuni Gunarto,5,"Masih baru, parkir muat +- 10 mobil, lengkap dan murah, belum/tidak afa tenant penjual makanan jajanan",7 tahun lalu
andrian surwantoro,1,"saran kasir buat obat disendirian lah, masak ikut ke kasir utama yang kalau antriannya panjang kan repot kalau segera mau di pake obatnya.",7 tahun lalu
scitec jateng,5,Supermarket kebutuhan sehari hari,7 tahun lalu
malika mudsand,5,Jln. Palagan tentara pelajar,7 tahun lalu
Ika Rahma,5,Lengkap murah,7 tahun lalu
Ayu Pravindias,5,"Adem, lengkap, dan murah",7 tahun lalu
Petrus Pamungkas,3,"Cukup lengkap, parkir kurang luas",7 tahun lalu
chartika 90,5,"tempat belanja kebutuhan sehari2 muraaahh,,terpercayaa,,suka banget belanja disini,setiap bulan pasti k sini..",7 tahun lalu
Y Dwi Karnianto,3,Cukup komplit barang2nya,7 tahun lalu
okti ratna,4,"Tempat belanja dengan pilihan barang beraneka ragam, relatif lengkap. Secara umum baik hanya pelayanan kasir saat peak hour atau peak day masih belum seimbang(cepat) dengan konsumen yang mengantri.",7 tahun lalu
laksmi widyastoeti,5,Supermarket yg lengkap dengan harga yg ekonomis dan byk program diskon,7 tahun lalu
Damustika Devi,5,"Cheap qualified fresh goods are here. It's a middle store selling notions. There are vegetables, eggs, salted eggs, snacks, fruits, bread, medicines, sousage, clothes, dolls, lamps, bags, etc.",7 tahun lalu
Wisnu Firmansyah (wisnufirmansyah1412),3,Murce donks,7 tahun lalu
Albert Suryo,4,Nice place to shop!,7 tahun lalu
Agungw W,3,"Harga bersaing, cukup lengkap, parkir mobil sangat terbatas untuk supermarket",7 tahun lalu
Andrie Justicia Wibawa,4,Tempat luas dan menjual aneka kebutuhan serta pelayanan ramah,7 tahun lalu
Firman Angga,5,Tempat menarik dan nyaman,7 tahun lalu
Anggitha Maharani,5,Tempat belanja murah,Diedit 7 tahun lalu
Romi Yatun,5,Paling sulit untuk parkir...penuh terus,7 tahun lalu
Yusni Syarifuddin,5,Bagus,7 tahun lalu
Nur Laelah,5,Ramah pelayanan dokternya,7 tahun lalu
haula weje,4,Selalu suka belanja di mirota,7 tahun lalu
Mas Stef Budianto,3,Pelayanan memuaskan,7 tahun lalu
Garasi Bels,3,Diskon di hari jumat,7 tahun lalu
leo aditya,5,Tempat bahan kebutuhan rumah tangga dari baju hingga sayuran segar.. tempatnya cukup nyaman. Harganya relatif murah dibanding swalayan serupa..,7 tahun lalu
isnaini soliha,5,nyaman,8 tahun lalu
Nur Ardian Saputra,5,Bagi anda yang suka belanja jangan lewatkan mirota Campus karena di sini tersedia berbagai sayuran dan buah segar,8 tahun lalu
Ul Fatu Robingah,3,"Saya menyukai tempat pembelanjaan ini, dikarenakan tempat ini memenuhi standar sebagai toko retail. Seperti contoh terdapat tempat penitipan tas khusus dan pelayanan kasir cukup memuaskan. Barang-barang yang tersedia di sana juga sudah lengkap, berbagai kebutuhan rumah tangga dan alat kantor tersedia dengan lengkap.",8 tahun lalu
andri samyy,5,Murah2 harganya favoritku pas hari rabu diskon 20% untuk buah segar,Diedit 8 tahun lalu
Neraini Fadzilah,5,Harga bersaing,8 tahun lalu
Yum Ady,4,Ngantri nya edan klo belanja,8 tahun lalu
Gh oezt,3,Parkiran sering bikin jln tersendat.,8 tahun lalu
Angga Christana,3,Lengkap murah,8 tahun lalu
dian kristiawan,5,tempat belanja keluaga,8 tahun lalu
aziz budiarto,5,Ok,8 tahun lalu
Arv,5,Kangen mirota,8 tahun lalu
reza aprila,4,Bagus,8 tahun lalu
rere ningsih,5,Lengkap,8 tahun lalu
Isnain Kharolina,4,swalayan yang sesuai banget sama kantong anak kos. tempat yang parkirannya selalu bejibun wkwk. ga pernah sepi pembeli. sering ada promo (ini yang paling ngasikin wkwk),Diedit 8 tahun lalu
Hudzaifah Maryam,4,Siiiip,8 tahun lalu
Rina Oktavia,5,"Barang cukup lengkap, pelayanan cepat dan ramah",8 tahun lalu
Kuncara Adi Nugraha,5,One of the cheaper supermarket with various products. Mostly low to mid level products,Diedit 8 tahun lalu
AF Rozi,5,Tempat belanja dan ritel dengan harga yang bersahabat,8 tahun lalu
emilia nagelkerke,5,Top banget... Murah...,8 tahun lalu
Adi (Cipta kreasindo),5,"Belanja nyaman dan aman,",8 tahun lalu
Pranayoga Pramumijoyo,3,"It has very narrow parking lot, you need luckiness to get empty slot for your car. Small varieties of fresh vegetables and fruits. Good price.",8 tahun lalu
Siti Hanifah,5,Find your everyday need here...,8 tahun lalu
Eka Setya,5,"Swalayan favorite, mau butuh apa aja ada",8 tahun lalu
Ega Surya Chandra,5,Memuaskan,8 tahun lalu
"laras ""Sukamakansenangmasak""",3,Mirota kampus cabang manapun pasti rame karena lengkap dan harga terjangkau. ,8 tahun lalu
Sidik V,4,"Pilihan barang lengkap, pembagian lantai dasar dan atas cukup baik",8 tahun lalu
Elepz,5,"good place for shopping, clean, cozy, and Cheap",8 tahun lalu
herlieta kirana,5,Belanja murah ya di mirota kampus,8 tahun lalu
Ulikaryani,5,Lumayannn lengkap..untuk sekedar beli kebutuhan seharu2..hanya harus sabar mengantri saat pembayaran..sipp lah,8 tahun lalu
