nama_penulis,rating,teks_ulasan,waktu
Thia Ava,5,Masih lengkap dan rame seperti dulu,2 tahun lalu
Interesting Engineering,5,30 Desember '22,2 tahun lalu
Orange Dan,4,"murah, lengkap tapi antri bayarnya luaaamaaaa",2 tahun lalu
sintia wani,5,"Super market nya anak kost jogja, murah murah tapi ga suka antrinya selalu rame, beli kelengkapan 20 menit, antrinya bisa 1,5 jam wkwkwk",2 tahun lalu
CodeYellow,5,"Tempat blanja bulanan anak kost disini, harga cukup miring. Oke",2 tahun lalu
Widayah,5,Rekomendasi untuk para yg belanja bulanan,Diedit 2 tahun lalu
Azka,5,"Tempat perbelanjaan yang lengkap, tempat selalu ramai pengunjung, dan lokasi cukup strategis, dekat kampus UGM dan dekat Rumah Sakit Panti Rapih",2 tahun lalu
Yunaf Sandah (Mas Sanyu),4,"Swalayan besar, banyak pilihan produk, harganya murah, tapi sangat banyak orang dan jalannya sempit. Lebih baik ke sini sebelum malam hari.",2 tahun lalu
Kris Tie,5,Udh langganan dr jaman bahulak kl MK sih,2 tahun lalu
Newstar Drumband,5,Ok,2 tahun lalu
Mulyadi Michael,5,Murah dan cukup komplit,2 tahun lalu
dini sukma,5,Murmer. Tp rame banget :'(,2 tahun lalu
Anisa,5,"Hal wajib dan penyelamat bagi mahasiswa adalah berbelanja di Mirota, barang lengkap, harga murah, banyak promo, banyak pilihan, pelayan ramah, lantai 1 khusus untuk kebutuhan sehari-hari, lantai 2 untuk fashion aksesoris dan skincare, lantai 3 untuk ATK alat elektronik. Intinya berjam-jam di Mirota puas, asal ada waktu dan duitnya ",2 tahun lalu
Daniel Andhika Anggara,1,"Ada promo tapi pas bayar di kasir beda harga,,, dicek dulu dongg :(((",2 tahun lalu
Muhammad Furqon,4,"Lumayan bagus dan lengkap, kurangnya di parkiran. Biaya parkir tertera 1000 per motor tp kang parkirnya dikasih 2000 selalu g dibalikin, udah sering. Mending patok harga 2000 sekalian aja.

Bukan perhitungan tp masalah konsisten dan profesionalnya aja.",2 tahun lalu
Muhammad Chandra Adiwiguna,5,Tempat belanja lengkap di dekat UGM,2 tahun lalu
abuaasem mohammad,4,mkn mmtz lltswq .. w 'saarh maaqwl@ .. w lkn l ttwfr bh l'Taam@ laarby@,2 tahun lalu
SaputraDw_,5,Recommended,2 tahun lalu
Yohanes Bosco Suroto,5,Belanja murah hanya di Manna kampus,2 tahun lalu
Abudzar Al Ghifari,5,Murah dan semua ada,2 tahun lalu
Dwi April,4,"Lumayan komplit hanya saja tempat nya yg lt. 1 kurang luas, alhasil ketika ada antrian terlalu numpuk jadi makin sempit .
Untuk saran aja nih, mungkin ada 1 atau 2 orang yg bantu mba kasirnya buat cariin kardus supaya mba kasirnya ngga mondar mandir sendiri.",3 tahun lalu
Ratih Parashti,5,Tempat belanja bulanan keluarga favorite murah lengkap nyaman,3 tahun lalu
Emanuel Handoyo (nuelhandoyo),4,"Swalayan isinya lengkap, hanya saja ngantrinya lumayan",3 tahun lalu
skittles,3,"Tersedia banyak barang, hampir semua komplit. Namun tempatnya sempit",3 tahun lalu
Ifandri Dwi Aryono (IFANDRI DWI ARYONO),5,"tempat belanja komplit dan murah , cuman sayang kadang antriannya panjang di kasir karena ramai orang berbelanja",3 tahun lalu
Dwi sulistiani,5,Ramah,3 tahun lalu
arlinda anggraini,4,Antri,3 tahun lalu
Omahijo Jogja,5,Ok,Diedit 3 tahun lalu
Sihenk Widi,5,Banyak promo..,3 tahun lalu
Lia Nurul Latifah,5,"Lengkap. Tapi temllpatnya minimalis, hari jumat banyak diskon hehe",3 tahun lalu
ade kurnia wulandari,5,"Petugas ramah, baik petugas parkir, penitipan tas, satpam, dan kasir.
Saya pernah lupa menimbang cabai dan sudah sampai di kasir, dibantu petugas untuk menimbangkan.

Sering ada diskon juga, cukup lengkap kalau mau cari bahan makanan buat di kos.",3 tahun lalu
alit pangestu,5,Tempat belanja legendaris yang ndak pernah sepi....,3 tahun lalu
abdul malik,5,Terbaik,3 tahun lalu
Evi Amalia Rosykin,5,"Seperti biasa antrian panjang, dan penuh pengunjung... tetapi pelayanan ramah dan harga menguntungkan...",3 tahun lalu
Ham Dani,4,"Antrian yang panjang, jadi aja batal belanja",3 tahun lalu
Ida Riyani,5,MURAHHHH tpi selalu rame,3 tahun lalu
Eka Mariyanti,5,"Tempat belanja favorit untuk mahasiswa, harga yang murah dan banyak pilihan. Selain perlengkapan ada juga sayur mayur yang segar. Di lantai 2 terdapat banyak pilihan pakaian dan kosmetik, biasanya hari jumat akan banyak diskon kosmetik sampai 15%. Lantai 3 adalah bagian ATK yang lumayan lengkap, terdapat pelayanan membungkus kado.",3 tahun lalu
Mitra Wonocatur,5,Sejuk lah,3 tahun lalu
Daniel Aryo Susanto,5,Very crowded,3 tahun lalu
oikawa,4,"tempat belanja keperluan sehari-hari anak kos, area deket dengan kampus. Kalo kesini tiap mau membayar antriannya selalu panjang",3 tahun lalu
Destriana Pasaribu,5,"Murah kata orang, lengkap tapi rame banget polllllll, kalau ga mau wasting time dan lagi buruburu, mending belanja di tempat lain. Tapi kalau anda gabut, silahkan belanja disini",3 tahun lalu
Al wanto GAMING,4,"Nyaman,aman",Diedit 3 tahun lalu
Muhammad Rifky,4,Mantap belanja bulanan,3 tahun lalu
Anisa Dwi Afifia,5,Temat blanja andalan saat jadi mahasiswaaa.. harga lebih murah dibanding yg lainnyaaa,Diedit 3 tahun lalu
BG Pekox93,4,"tempat ngadem  dan belanja kebuthan sehari"" harga terjaku",3 tahun lalu
Dadi Satria,5,Tempat belanja nyaman dan lengkap,3 tahun lalu
Cristina Mardiyanti,5,Cocok untuk yang mau belanja lengkap dengan harga terjangkau.,3 tahun lalu
Walid Riady,5,"Belanja disini selalu rame. Kasir tidak pernah sepi dan parkiran selalu penuh.
Untuk ketersediaan barang sangat lengkap kayaknya. Mulai bumbu masakan sampai pakaian. Orang yang belanja disini biasanya untuk kebutuhan rumah. Tidak jarang belinya berkaton karton. Untuk harga menurut saya variatif ada yang lebih murah tapi ada juga yang lebih mahal. Tapi untuk sekelas supermarket dan berAC dengan pelayanan prima menurut saya masih murah.
Untuk kesini orang tidak pernah kesini harus lebih teliti kalo mau masuk parkiran. Karena lokasinya yang pas di perempatan yang lalulintasnya cukup padat.",3 tahun lalu
Putra Nanda,5,"Supermarket favorit dan lengkap, cukup memenuhi kebutuhan rumah tanggamu. Bangunan terdiri dari 3 lantai. Di Selatan gedung Manna ada bagian khusus untuk barang pecah belah dan keperluan peralatan rumah tangga.",3 tahun lalu
Namikaze Pratama,5,"Mahasiswa Jogja wajib buat belanja bulanan di sini. Semua ada disini dengan harga terjangkau. Belum lagi kadang kala kalo lagi hoki bisa dapetin barang yang lagi promo (namanya juga hoki). Eeitts, satu hal yang pasti kalo kesini cukup belanja kebutuhan aja yaa. Jangan sampe malaah khilaf mata buat beli ini ituu. Makanya disaranin buat bawa uang pas aja. Biar gak banyak beli cemilannya wkwkwkwk (candaa). Ohyaa ini kebetulan terpantau senggang neeh. Biasanya sih selalu rame dan kadang juga suka berdesakan dengan manusia-manusia yang lain ",3 tahun lalu
Safina Idris,5,"Lengkap banget, harga hemat. Sering ada diskon untuk produk2 tertentu",3 tahun lalu
Aroomaniz,5,Parkir luas dan terdapat berbagai segala kebutuhan di dalamnya,3 tahun lalu
Imelda,5,Selalu ramai,Diedit 3 tahun lalu
glow,5,Tiap belanja kesinisoalnya aman buat kantong mahasiswa,3 tahun lalu
Syahrani Dwi Lukmana,5,Supermarket lengkap dan cukup terjangkau. Sayangnya antriannya sangat2 panjang bgt.... kalau gk mau antri dtng jam 8 pagi sdh buka,3 tahun lalu
Vamay Firda Damayanti,5,"Tiap kesini tuh ruame polll. Jamnya rame gitu. Suka aja kesini karna menurut ku Mirota ini lengkap. L1 obat ada, skincare, bodycare, kebutuhan rumah tangga, roti, jajanan, sayur, buah, dll. L2 ada pakaian, tas, & sepatu. L3 ada atk komplit, alat elektronik juga.

Bayar bisa cash & cashless. Parkir gampang bgt & ditatain bapak""nya. Ada ATM juga dideket parkir mobil.

Kalo kesini jangan lupa pake masker & bawa kantong belanja sendiri yak.",3 tahun lalu
Arif TWIN,5,Apa yang anda inginkan ada di sini... buktikan!,3 tahun lalu
Zulfanda Tris,2,Pelayanan kasir lambat,3 tahun lalu
Munji Lestari,5,Tempat belanja lengkap dan nyaman sekali.,3 tahun lalu
Ardi Saputra,5,"Swalayan kenangan.. barang cukup lengkap dan harga bersaing.. hanya dg jumlah pengunjung yg datang, ruangan terasa sempit..",3 tahun lalu
dieta singarimbun,5,"Tempat belanja yang murah di sentra pusat kota, memang selalu ramai dan antrian kasir nya panjang tapi cukup worth it lah.",3 tahun lalu
deena Cloridina,4,"Swalayan harga mahasiswa...
Cocok dg namanya...
Barang lengkap ssi kebutuhan mahasiswa... sering ada promo...
Bisa bayar tunai atau non tunai...
Parkir motor luas...
Ada mini cafe yg cocok utk nongkrong...
Galeri atm yg cukup pilihannya...
Sayang fasilitas musholla dan toilet umum tdk ada...",Diedit 3 tahun lalu
Ika Wuryandari,4,Cukup lengkap dan promo selalu di hari jumat namun jarak antar lorong yg terlalu sempit apalagi kalau rame makin sempit lagi,3 tahun lalu
Farizafra Hakim,3,Petugas Parkir nya tidak ramah,3 tahun lalu
Toto Toegio,5,"Patut diberi 5 star kpd group manna kampus.
Lokasi strategis, harga bagus/lebih murah, kasir cekatan, cukup lengkap.",3 tahun lalu
Kayu Manis,5,"Gokil, serba lengkap dan murah. The one and only Mirota Kampus!",3 tahun lalu
Dwi Purwanto,4,Lumayan gedhe,3 tahun lalu
fitria,4,Baik,3 tahun lalu
Insyiroh,5,Mantul,3 tahun lalu
ThinChaw ok,5,"Pelayanan oke, harga bersahabat",3 tahun lalu
esy susanti,5,"Salah satubtempat berbelanja di kota jogja, selalu ramai oleh mahasiswa ugm biasanya,
Dan juga warga kota jogjakarta,
Antrian kasirnya selalu panjang apalagi weekend,
Menyediakan barang2 kebutuha  sehari hari, alat sekolah, alat rumah tangga
Semua kebutuhan ada disini, dengan harga terjangkau
Pelayanan juga bagus ,,,",3 tahun lalu
Lian Zhu,2,Pilihan sandal semakin berkurang,3 tahun lalu
gito armudanto,5,"menerapkan prokes,, jadi aman berbelanja",3 tahun lalu
Dwi Prastowo,5,Murah tempat kulakan,Diedit 3 tahun lalu
Taufik An,4,Ok,3 tahun lalu
irfan bhaktiar,3,"Salah satu mirota langganan ketika belanja, Namun hari ini kami di kecewakan dan dibuat kesal oleh salah satu tukang parkir disini, kami masuk hari RABU tgl 23 Nov sekitar jam 2 kurang, Ada salah satu tukang parkir ( ciri2 pakai Topi dan memakai sepatu daki atau sepatu gunung ) stay pada hari dan jam tsb di dekat loket masuk parkir barat, Dengan nada ketus dan mengarahkan motor kami dengan nada tidak sopan!! Me'ngata2 i kami se'akan meremahkan kami!!, MOHON PIHAK MANNA KAMPUS SIMANJUNTAK AGAR MENEGUR TEGAS SALAH TUKANG PARKIR KALIAN YG TELAH SAYA SEBUTKAN!! Terimakasih.",3 tahun lalu
Oktiana Ws,3,"Langganan belanja bulanan paling oke dan recomended bgt. Tapi  TUKANG PARKIR NYA ADA YANG NGGAK SOPAN SAMA TAMU !!! Ngarahin parkirnya sambil marah2, mana ngatain pula. Tolong dikasih tau sama tamu yg sopan. Kan bisa ngmngnya pelan2 nggak usah pake marah2 dan nggak seharusnya pake ngatain tamu segala. Tukang parkir ya tugasnya ngurus dan bantuin parkir kan.
Biasa langganan beli disini, pertama kalinya kecewa sama tukang parkirnya.
Semoga ke depannya bisa lebih baik lg.",3 tahun lalu
Dimas Ananda Nikola,5,Mirotanya keren,3 tahun lalu
erysa novalia,5,"disini ada perlengkapan sekolah, sayur buah, dan perlengkapan rumah tangga.. Termasuk lengkap.. Kl kesini pas tgl gajian, semangat antri deh.. ",3 tahun lalu
Nori Dwiyantin,5,"Tempatnya luas, lumayan lengkap, lantai 1 isinya macam2 kebutuhan pokok, lantai 2 ada pakaian dan kosmetik, untuk lantai 3 ada berbagai macam alat tulis",3 tahun lalu
Atika Nur Hidayah,5,"tempat hunting kebutuhan bulanan, harga terjangkau",3 tahun lalu
nunung l Nurulhadi,5,"Harganya murah-murah, harus sabar antri di kasir ",3 tahun lalu
Muhamad Fikrul Umam,5,Serba ada,3 tahun lalu
hardiyanta anta,5,Beli ini disini,3 tahun lalu
titi nastiti,5,"Tempat belanja keluarga.. Sering ada promo di sini.. Tapi, entah sejak kapan tarif parkir nya naik.. Hehehe..",3 tahun lalu
Fir Xiif,5,Lengkap dan selalu rame,3 tahun lalu
SN SALSABILA,5,Cape ngantrinya wkwkwk ,3 tahun lalu
Hamdani doni Alfian,5,Tempat belanja yg lengkap,3 tahun lalu
kurnia andini Mertosono,4,"Been shopping here since 2013. . Never disappointed me, tapi semalam aku belanja ada barang yg udah di bayar tapi keknya lupa dimasukin sama mba mba nya.n ini udah ke 2x keknya. Mau balik ambil,tempat tinggal di Jakal terus hujan.  Semoga kedepan nya gak ngini lagi yah.",3 tahun lalu
Serna Herida,5,Kalo bisa produk luar juga diperbanyak,3 tahun lalu
Feeshy,3,"Secara harga kelengkapan dan kedekatan untuk mahasiswa top banget, sering belanja disini karena harga memang mahasiswa banget dan selalu ramai, tukang parkir mantap diarahkan meskipun ramai penuh, menyediakan makanan sampai kebutuhan sehari2, tapi saya sedikit kecewa dengan pelayanan ini:
Pernah ada miskomunikasi kesalahan kasir waktu pembayaran sehingga pembayaran dobel tapi sampai saat ini masalah belum terpecahkan dan uang belum kembali meskipun customer service ramah, sigap waktu kejadian cuman untuk penyelesaian masalahnya tetap 0 mungkin karena melibatkan pihak lain atau karena nominal kerugian dinilai tidak banyak banget, tapi tolong segera ditindak lanjuti lagi karena sudah lewat berbulan2 belum dikembalikan atau kasirnya disuruh nalangin dulu terima kasih",3 tahun lalu
veronica avereina,5,Dapat gratis es krim ,3 tahun lalu
Andi Rihla Annisa,5,Kebutuhan makanan termasuk lengkap disini baru harganya lumayan murah tapi harus ekstra sabar antri kalau membayar di kasir,3 tahun lalu
Daniel Fernando,5,Cocok untuk belanja keperluan sehari-hari,3 tahun lalu
Maya L Irawan,5,recomended,3 tahun lalu
Tio Iding,4,"Lengkap, dekat kampus UGM.",3 tahun lalu
arifiyanto hadinegoro,5,Masih yang termurah di jogja,Diedit 3 tahun lalu
Rani,1,"Di parkir tarif parkir tertulis 1000, tapi kok malah minta 2000, mana nyebelin lagi tukang parkirnya. Lain kali kalo tarifnya ganti, tulisannya tolong juga diganti lah.",3 tahun lalu
Wahyu Wulanningtyas,5,lengkap,3 tahun lalu
Michael Taryo Asemo Redjo,5,Pelayanan dan koleksi barang lengkap serta harga bersaing,3 tahun lalu
Lukluk Rahmadhani,4,"3 lantai, parkir luas, sistem pembayarannya bebas dikasir mana aja, ngga dibagi per section, tapi kurang luas karena banyak bgt pelangggannya.",3 tahun lalu
Rakryan N. W.,5,"Tempat terlengkap untuk mencari kebutuhan anda, murah, ramah, dan cepat ganti fashion",3 tahun lalu
Florentina Nadia Sofytasari,2,Kasirnya gak teliti,3 tahun lalu
Oneix Dwi Ananta Maharani - 117,4,Pemburu diskonan,3 tahun lalu
Umi nur,5,Rekomendasi belanja mahasiswa Jogja,Diedit 3 tahun lalu
Adi Rosdiantoro,5,"Tempat yg sering saya kunjungi, pastinya ramai terus. Termasuk lengkap,",3 tahun lalu
Yuni dwi iswanti,5,murah murah,3 tahun lalu
Desita Kusuma,5,"Toko murah dijogja, belanja bulanan otomatis kesini",Diedit 3 tahun lalu
Helma JS,5,Tempat biasa belanja awal bulan untuk kebutuhan sehari2,3 tahun lalu
Dwi Handayani,5,"Tempat belanja terpercaya,,dan termurah,, kualitas barang2nya   dari dulu kala  sampe skrg tetep ,, tapi sayang nya kalo belanja di sini harus extra sabarr antrii kasir nya,, karena setiap hari mesti rame terus ",3 tahun lalu
Adhitya Ikhsan Maulana,5,"Mau cari barang-barang di sini tempatnya, cukup lengkap harga lumayan murah. Pastikan memilih antrian kasir yang benar karena lumayan rame.",3 tahun lalu
Listi Hanifah,5,Lengkap dan murmer  ,3 tahun lalu
Shofwan Z,4,Good..,3 tahun lalu
Soraya Wirasakti,5,Cari barang apa aja adaa.. Komplit.. Harga terjangkauuu,3 tahun lalu
Nafisah Alfi Syarifah,5,"Tempatnya luas, produknya lengkap banget dan harganya juga pas di kantong cocok buat belanja bulanan anak kos .. Pokoknya nggak nyesel belanja di sini banyak diskon ..",3 tahun lalu
Bayu Jalasena,5,Menyediakan segala macam kebutuhan anak kos dengan harga yang kompetitif dan potongan harga khusus,Diedit 3 tahun lalu
HENNY CKS,5,komplit dan pelayanannya ramah,Diedit 3 tahun lalu
Isnaini bbkb,4,"tempat belanja keperluan sejak tahun 90 an. selalu ramai. hindari berbelanja di tanggal muda, karena pasti antre...",Diedit 3 tahun lalu
Cicilia Rini,5,Muraaaaaahhhhh dan harap bersabar. Antrinya sering panjangg,Diedit 3 tahun lalu
rama rahmat,5,Tempat belanja yang cukup lengkap dan cukup murah. Tempat belanja yang sangat ramai. Antriannya panjang,3 tahun lalu
Farha Elein Kukihi,5,"Barang nya lengkap, terjangkau, tapi ngantrinya lebih Lama daripada belanjanya. Saran datangnya jangan jam pulang Kantor. Pegel antri",3 tahun lalu
Windi Yudanto,5,Manna Kampus dahulu Mirota Kampus,3 tahun lalu
Adi SHam,5,"Bintang 5 deh , belanja harga miring ,  kasirnya juga ramah-ramah , saya dan istri puas banget kalo kesitu lagi aku mau tanya satu nama kasir yang tadi melayani saya",3 tahun lalu
Mas Sharnoe,5,"Beli barang-barang semua ada. Harga sesuai barang dan ada diskon pasti itu.
Cuma kalau pas tanggal muda siap"" mengantre panjang di Kasir ",Diedit 3 tahun lalu
Adies Prasetya (Adies),5,"Supermarket dan aneka kebutuhan ada disini. Fashion, stationary. Dll. Komplit plit. Sayuran fresh juga ada",Diedit 3 tahun lalu
Moch Bagas Nesta P,5,Belanja paling murah dan lengkap ya disini,3 tahun lalu
Reniswari Pradyumnati,5,Komplit ya buat anak kost,3 tahun lalu
Umi Noor R,5,"Langganan belanja jaman kos dulu. Lengkap dari perabot mandi, makanan, kosmetik, pakaian. Sekarang kadang2 ke mirota juga.",3 tahun lalu
Sinta Aulia,5,"Ramai, harus sabar kalo mo bayar",3 tahun lalu
Diptya Dwi Nugrahani,5,Good,3 tahun lalu
Ikrar Persada B. Tjaru,5,"Dimakassar ada satusama & , dibandung ada griya, dimalang ada sardo, nahh di jogja ada manna (& mirota)... Ada 3 lantai klo tdk salah.. 1 supermarket, 2 pakaian, 3 ATK dan elektronik. Murahnya ngk ngotak.. Promo jg sering.. Waktu pertama kali masuk itu hari selasa siang kaget kok kasirnya banyak banget padahal sepi... Tp baru ketahuan pas datang di hari minggu, sore, dan tanggal muda... Gila ramenya",3 tahun lalu
sumarno blora,4,OK banget,3 tahun lalu
15 KHAMDAN MUZAKI,5,"Sangat lengkap, apapun yang kita butuhkan tersedia di tempat ini, apalagi diskon diskonnya yang sering kali menguntungkan",3 tahun lalu
Isti Isti Isti,5,"Sangat bagus hrga blnjn murah,",3 tahun lalu
prideo,5,"Mirota cabang ini sempit banget.Parkir juga sering penuh.
Kalau mau agak luas bisa ke Mirota cabang Godean.
Kelengkapannya sama tapi lebih luas di Godean.",3 tahun lalu
N.C Gibran,5,Sering beli buat belanja bulanan. Harga murah,Diedit 3 tahun lalu
Miranti Miranti,5,"Semuanya OK,hny saja hari ini sy agak kecewa krn Mirota mengharuskan pake masker klu masuk.tp knp tdk menyediakan masker gratis bagi yg tdk pakai.
Malah satpamnya nyuruh beli...apakah rugi ya klu menyediakan masker gratis?tlg dong jgn pelit2..
Itu saja kecewaku hari ini.",Diedit 3 tahun lalu
Anis N,5,Rame,3 tahun lalu
Irwan Harjanto,5,Affordable supermarket for students and people around Yogyakarta,3 tahun lalu
Wail MDS,1,"Saya bayar parkir 2.000, di korupsi sama tukang parkir yg perbaikin parkir. Saya ngasi 5.000 di balikin 3.000 evaluasi untuk manna kampus deket ugm ini, klo bisa bayar parkirnya kyk di janti bayar di kasir. Dan anehnya knp saya masuk jam 8 malem yg biasa ngasi kartu knp nggk bertugas, sehingga timbul korupsi gini di petugas parkir, waktu ngambil uang petugas parkir liat kanan dan kiri. Evaluasi klo bisa kyk manna kampus janti makasih",3 tahun lalu
Andre Wahyu,4,Aisles shoukd be wider,3 tahun lalu
Nania Tasnim,5,"Tempat bersih, rapi & paket hemat. Langganan deh, terpercaya. Semoga semakin baik pelayanannya.

Berbagai macam pilihan kebutuhan rumah tangga.",Diedit 3 tahun lalu
Adhitya Permana,5,"Terletak di perempatan bangjo jalan kaliurang bawah, di jalan simanjuntak. Akses masuk parkir lewat arah timur.",Diedit 3 tahun lalu
Ika cahyanita Dewi,4,Tempatnya belanja murah buat anak kost,3 tahun lalu
Princess Taurus,5,"Tempat belanja terfavorit, lokasi deket, harga mayan murah",Diedit 3 tahun lalu
Tara Diandra,4,"Selalu belanja bulanan disini, mungkin bisa di upgrade gitu eskalatornya ngga cuma yg naik aja tp yg turun juga kasian pengunjung yg sudah berumur. Juga kalo pas ramai pengunjung, ngga ada celah dari lorong yg satu ke lorong yg lain, bahkan antri saja sampe masuk lorong.",Diedit 3 tahun lalu
Tom Highlander,5,Belanja keperluan sehari-hari dengan harga bersaing,3 tahun lalu
Beny Gunawan,3,Parkiran terlihat teduh tp saat hujan sama aja motor tidak terlindungi dan tetap basah,3 tahun lalu
Rahmadiyono Widodo,5,Lengkap dan murah.,3 tahun lalu
Wangsa dot com,5,Sangat membantu,3 tahun lalu
Arini Rusydah,5,Komplit,Diedit 3 tahun lalu
Avilla Risma,5,pilihan tempat belanja dengan harga terbaik,3 tahun lalu
Verina Febriani,5,Padattt,3 tahun lalu
Lantip Berkelana,5,"Sahabat anak kos, si paling penyedia berbagai kebutuhan mahasiswa/anak kost, orang tua, dan anak-anak yg cukup lengkap. Sekarang lebih mantap lagi karena bisa melakukan pemesanan via online/aplikasi ""Manna Kampus"". Kalau kesini jangan lupa jajan dan beli kue pukisnya yg berada di depan persis pintu keluar, sedap deh bikin ketagihan enaknya ",3 tahun lalu
Aman Sedayu,5,Lengkap,3 tahun lalu
Ira Lestari,4,"Barang-barangnya lengkap, harga lumayan lebih terjangkau dari tempat lain. Hanya saja harus sabar antri kalo belanja disini.,",3 tahun lalu
pradhikna yunik,5,"Masih jd andalan mahasiswa untuk tempat belanja. Lengkap dan murah. Klo pas diskon, tambah terjangkau lagi harganya.",3 tahun lalu
ardian insan qudduus,5,Saya ingin memasukan barang prosedurny seperti ap,3 tahun lalu
nur aini,3,"Dulu sukaaa bgt belanja disini, dan kemaren belanja lg setelah bertahun tahun lamanya ga pernah belanja di sini. Minus nya kalo pas lg rame antrian kasir nya astagaaaa.. kayak nya perlu diubah sih posisi kasirnya, jd yg dari bagian timur mau ke kasir dan bawa troli itu mudah ga permisiin orang yg lg pada antri lainnya",3 tahun lalu
Irenaaulia Syam,5,Nyaris lengkap tapi banyak barang yang kalau dipikir pikir lebih mahal juga di sini. ,3 tahun lalu
Atsheila Nastiti,2,"Saya rasa kasir khususnya di bagian pakaian bisa lebih menghormati pelanggan, sore ini saya belanja, ketika antre di kasir saya memanggil kasir utk bertanya apakah payment bisa menggunakan QRIS karena tidak ada keterangan/informasi hal tsb, saya takutkan apabila tdk melayani QRIS akan memperlama antrean krn pada saat itu sy tdk membawa cash dlm jumlah yg banyak.
Kasir tsb tidak menengok sama sekali shg diberi tahu temannya bahwa saya memanggil, kasir tsb menjawab dg ketus ""mbak saya ini lg melayani nanti kalau salah mbak mau ganti""
diposisi ini saya benar2 cuma panggil ""mbak""
akhirnya saya tegur saat selesai bertransaksi, bilang kalau saya memang salah panggil kasir tsb ketika melayani, tp diposisi tsb sy tidak tahu krn biasanya di toko lain tidak masalah
saya bilang ""mbak saya rasa kalau mbak memang sedang melayani cukup bilang 'sebentar' ke saya tanpa harus calling out dan mempermalukan saya di depan kostumer lain""
kasir tsb bukan meminta maaf tapi mengulang pertanyaan pertamanya dan bilang bahwa silakan ketik kritik dan saran ke tempat yg sudah disediakan
it's a bad experience, being embarrassed ketika kita sudah mencoba sopan dan bermaksud baik",3 tahun lalu
joko_ Scorpio,4,"lengkap, murah, nyaman",3 tahun lalu
Monica Asti,5,"Harga murah barang barangnya lengkap, hanya saja setiap awal bulan banyak sekali yg datang ke sini dan antrinya panjang",3 tahun lalu
Parikesit Prasty S,5,Good and comfy,Diedit 3 tahun lalu
Widi P (Mas Widi),5,"Segala kebutuhan rumah tangga ada terupdate disini dengan promo, harga murah di pusat kota.",3 tahun lalu
Fajar Astanaprima,5,"Tempat strategis, tapi luas bangunan-nya apa lebih sempit dibanding Manna Kampus Palagan & deket Perempatan Taman Siswa ya? Lebih rapat & sempit jalur antar etalase nya.",3 tahun lalu
Rasuane noor,5,"Toko swalayan  ini cocok bagi anak anak kost yang ngekost di sekitaran UGM karena tidak jauh dari kampus tersebut tapi sebenarnya bukan hanya untuk anak kost saja bagi ibu rumah tangga juga bisa. Di toko ini dapat menemukan berbagai macam peralatan rumah tangga terutama untuk keperluan dapur.  Soal harga untuk barang -barang atau peralatan rumah tangga yang di jual disini harga standar dan juga harga sesuai kualitas. Untuk pelayanan dan kenyamanan pembeli pokoknya the best untuk toko ini, memang kalau pembeli lagi banyak agak antri dikit di kasirnya tapi masih dalam kewajaran. Untuk parkirnya juga luas dan bagus. Pokoknya rekomendasi sekali bagi anak kost dan ibu rumah tangga untuk berbelanja di toko ini.",3 tahun lalu
chaya wirayatno,5,"One stop shopping  mulai dari sembako, pakaian (fashion) dan alat rumah tangga.
Terdapat bakery shop dan obat2an.",3 tahun lalu
Yunus Purnama,5,Belanja lengkap. Kualitas terpecaya. Yang perlu ditingkatkan layout rak dan antrian supaya lebih nyaman.,Diedit 3 tahun lalu
Doyle Law,5,Terjangkau Dan baunya sukak.,3 tahun lalu
3 Azzahra,5,"Klo ksni jgn pas tgl 1-2, antrian kkasirnya panjang",3 tahun lalu
Ayu Wld,1,"Mending belanja ketempat lain. Sedikit mahal gapp. Daripada kesini pelayan bad attitude, bentak2. Masa nitip jaket doang gak boleh. Gak masuk akal. Trauma. Gak akan lagi kesini. Bidang pelayanan kok kayak gini.
JANGAN MENTANG2 BANYAK CUSTOMER, JADI SEENAKNYA SM PELANGGAN.",Diedit 3 tahun lalu
ndaruAja,3,Kepanjangan antrinya..,3 tahun lalu
Andi Purnawan,5,Tempat belanja kebutuhan anak kos nihh. Moga makin lengkap,3 tahun lalu
Bimo Sulistyo Putro,5,"Serba ada, harga murah",Diedit 3 tahun lalu
Ainun,5,"Barang lengkap, murah pelayanan juga bagus. Yang paling sebel sih kalo pas antrean aja ya worth it sih, pasti yang kesini juga ngalamin ga cuma anak kos tapi keluarga gitu soalnya mungkin karna harganya sih makanya banyak ke sini",3 tahun lalu
Tsania Riza,5,Mau beli apa aja ada lengkap murah yang bikin lama antri kasirnya ,3 tahun lalu
Zulharman Buton,5,"Barang cukup murah dan lengkap. Hanya waktu padat, antrian kasir sangat lama.",3 tahun lalu
agung wijayayk,5,Lengkap,3 tahun lalu
Azzafa anisa,5,Menjual perlengkapan rumah tangga dan kos,3 tahun lalu
Salivan Mikka,5,Murah,3 tahun lalu
Ria Ceria,5,"Lengkap, sedikit mahal, parkiran luas",3 tahun lalu
Syaicha Dwimut,2,Puas,3 tahun lalu
andri amin,5,Tempat belanja groceries yg komplit dan murah,3 tahun lalu
Aries Siswondo Noe,4,Komplit,Diedit 3 tahun lalu
Jogjakatrid (Servis printer komputer),5,Komplit lengkap meriah nyaman bt shoping,Diedit 3 tahun lalu
