nama_penulis,rating,teks_ulasan,waktu
Resti Angel,1,Kemaren saya belanja cuma pelayananny mbak2 nmany ulfa ga sopan..saya kecewa jd males mau belanja lgi..tolong d tegur..demi kenyamanan pembeli yg lain..,5 tahun lalu
Boraa Nara,5,"Langganan belanja bulanan dong. Barangnya lumayan komplit dan tentu banyak diskon. Lahan parkirnya cukup luas. Minusnya kalo lagi rame banget (apalagi pas banyak diskon) suka desek2an sampe susah lewat, ngantri di kasirnya bikin lama juga..",5 tahun lalu
tri rini nuringtyas,1,Saya hari ini ke sini karena memang Mirota lengkap dan murah. Akan tetapi saya sedih karena hari ini saya melihat para kasir tdk diberi pembatas pelindung. Coba cek swalayan dekat anda yg di pertigaan itu mereka lebih concern dg pegawai nya. Kasir adalah org yang hrs berhadapan byk orang dan sangat rentan terkena infeksi virus. Tolong utk pihak manajemen. Saya beri kecil bintang krn anda tidak peduli pada keselamatan pekerja anda,Diedit 5 tahun lalu
Lisa A,5,"Lengkap sekali, harga sangat menjangkau seluruh kalangan. Parkir luas, nyaman, dan parkir juga murah. Sangat teramat memuaskan cari kebutuhan disini. Sukses Mirota!",5 tahun lalu
Harris Shittadevy,3,Yang dicari malah no stok :(,5 tahun lalu
anni mustarsyidah,5,Tempat yang paling lengkap buat berbelanja..dan paling murah di Yogya ya disini..semua ada..dan pelayannya ramah..rekomended deh,5 tahun lalu
Mila Mukodompit,4,Coba belanja disini gays banyak harga2 promo dan all kebutuhan RT cari di Mirota godean gays...ayooo buruan kunjugi,5 tahun lalu
Atika Yulia,5,"Ok tmpatnya enak buat berbelanja, tidak membingungkan penataannya.",5 tahun lalu
suratmi Nugroho,5,"Tempat belanja ini sudah ad sejak jaman dulu..sekarang sdh diperlebar dan ditambah dengan fasilitas yang semakin oke.tempat parkir luas.harga kompetitif...pilihan banyak dan juga disediakan undian yang hadiahnya mantap. Ada rumah, voucher belanja dan lainlain.",5 tahun lalu
Isti Kaka,5,Super ramai jalan dekat mirota ini. Overall good. Tapi tidak disarankan apabila hendak belanja dimari menggunakan mobil. Ya karena jalanan macet.,5 tahun lalu
Lydia Liem Ay Hwa,5,Murah ..komplit,5 tahun lalu
darmawan Sudrajat,5,Nice place parkir bagus. Barang lengkap. Sirkulasi di tempat belanja dalam rada pengap.,5 tahun lalu
Hafid Adikara,5,Yang jelas lebih murah belanja di sini,5 tahun lalu
Salsa Simohartono,3,Pelayanannya ramah kok..,5 tahun lalu
Ilham andi,3,Bagus,5 tahun lalu
Nandiwardhana Adhyatmika,5,"Tempat belanja yang nyaman,murah,dan cukup lengkap",Diedit 5 tahun lalu
Suparmi Parmi,5,Wah asyik belanja di sini,5 tahun lalu
Elyas Azzahra,4,Lengkap untuk belanja kebutuhan harian,5 tahun lalu
Chentia Paramita,5,Lengkap murah,5 tahun lalu
Sudaryanto PBSI FKIP UAD,5,Mirota Godean pilihan saya untuk berbelanja,5 tahun lalu
Irhamullah Yunta,5,Udah lama nggak kesini,5 tahun lalu
syaifudin wasna,5,Supermarket lokal yg cukup besar dan lengkap di sekitar Godean.. menyediakan aneka kebutuhan rumah tangga.. jam 8 pagi sudah buka.. perlu sesuatu.. monggo mampir.. ,5 tahun lalu
Rio Tri Anggara,5,"Temukan perlengkapan pribadi dan keluarga anda ,di sini...",5 tahun lalu
Vy Ws,4,Murah,5 tahun lalu
Abim Crisnawan,4,"Ramai banget..tapi barang yg sya cari ada
Tokonya komplit bgt",5 tahun lalu
Nug Sompret,5,Andalan,5 tahun lalu
Raka Putri,5,Tempat blanja terfavorit,5 tahun lalu
Mas Wawan,4,Sip,5 tahun lalu
Veni Astri,5,"Rame bangat bikin capek kaki, tapi positifnya harganya murah dan banyak diskon ya",5 tahun lalu
Arfian Irhandi,5,"Many choices of goods, cheap price and have many promos",Diedit 5 tahun lalu
Neti Sasalancana,4,Murah dan lengkap,5 tahun lalu
Fachri AR,4,"Murah, lengkap",5 tahun lalu
Rima Oktaviana,5,Dekt rumah,5 tahun lalu
Caecilia Prima Listyawati,4,"Harganya murah, pas hari Jumat lebih murah lagi banyak promo tapi sayangnya antrinya panjang dan lama banget apalagi pas awal bulan",5 tahun lalu
Perona,4,"rame banget kalo malam hari, antrian kasir pun panjang",5 tahun lalu
Adinda Dwi Puspitasari,4,Barangnya murah murah,5 tahun lalu
Anis Ria Priyanto,5,Tempat belanja kebutuhan rumah tangga paling lengkap dan setiap harinya ada barang yg diskon tapi paling banyak diskonnya setiap hari jumat..,5 tahun lalu
DevoToDios,5,"Rame terooosssss....
Tp ttp lebih asik walau rame, karena tempatnya luas",5 tahun lalu
Andi Yuwono FJS,5,Murah,5 tahun lalu
Abibaswan Hanafi,4,"Lengkap, murah, hemat di kantong mahasiswa",5 tahun lalu
Sidik Permana,5,Komplit dan ramai,5 tahun lalu
Fieta Agustina,5,Sukak belanja disini..tiap jumat banyak promo,5 tahun lalu
keseharianku aisyah,5,Tempat belanja favorit,5 tahun lalu
pia fitriani,4,"Lumayan lengkap sih barangnya, murah lagi. Tapi rame banget kalo hari jumat hehehe",5 tahun lalu
Endaruji Sedyadi,5,Lengkap banget...,5 tahun lalu
Wici Noviyani,4,"Sekarang tempatnya luas, nyaman, setiap lorong ada tulisan bagian masing2 produk jadi tidak membingungkan pembeli",5 tahun lalu
Kabamp Budiman,5,Belanja kebutuhan rumah tangga yang  lengkap dan nyaman.,5 tahun lalu
Mega vita,5,Tempat belanjanya anak kuliahan hehe,5 tahun lalu
arief budianto,5,Tempat belanja dengan harga relatif murah,5 tahun lalu
Thera Dian,4,Murah2 dan nyaman utk belanja,5 tahun lalu
Wahyu Putra,5,Mantap,5 tahun lalu
Sutopo dwi cahyono,5,Luas bangunan Nya dan murah meriah,5 tahun lalu
Kurnia Isa,5,Mantap. Mantap,5 tahun lalu
Daryono Aht,5,Asal BISA jaga harga SEMUA komoditi lebih rendah lagi insyaallah akan mendapatkan ridho dari Allah swt.,5 tahun lalu
Rima Oktaviana,5,Tempat belanja lengkap,5 tahun lalu
Retnaningdyah W,5,"Komplet, murah, nyaman ",5 tahun lalu
Arief Ns,5,Barang barang relatif lebih murah di banding supermarket lain,5 tahun lalu
Mu' addin,5,"Harga mirota beberapa ada yg lebih murah dibanding swalayan lain,cukup lengkap. Setiap kesini pasti ketagihan. Parkiran jg cukuplah.",5 tahun lalu
Agnes Ardiana,4,"Recomended untuk belanja bulanan, murah, lengkap, dan yang di Godean parkir luas. Space antar rak belanja kurang luas, sehingga sulit papasan 2 troli. Saran kalau mau belanja banyak mending siang hari atau sebelum magrib, karena kalau malam ramai sekali. Antrian bayar panjang banget. Saran juga untuk pengunjung jangan malu untuk bawa kantong belanja sendiri, dan saling membantu kasir memasukkan belanjaan. Supaya lebih cepat, dan tidak membuat antrian berikutnya menunggu lebih lama. Semoga bermanfaat",5 tahun lalu
kiswanta nhl,5,"lengkap, harga mahasiswa, kwalitas numero uno, pokoknya makin berkembang deh",Diedit 5 tahun lalu
Siwi Kholifa,5,"Barang nya lengkap bangettt, harga juga lebih miring",5 tahun lalu
Joko Dwi Prasetyo,5,"Belanja puas banyak promo, diskon, harga terjangkau, tempat nyaman, ya disini.",5 tahun lalu
Laily Diastiardi C A,1,Tulisannya diskon tapi waktu di bayar dinota nya ga diskon gimana si. Penipuan namanya,5 tahun lalu
Eril Obeit Choiri,5,Murah dan lengkap,5 tahun lalu
chia rizki,5,"mirota yg paling lebar dari yg lain, jadinya nyaman",5 tahun lalu
Sang Surya,5,Murah dan komplit tapi harus sabar menunggu antri di kasir,5 tahun lalu
Kasiyadiyadi,3,Mantap,5 tahun lalu
#RAHADIAN#,4,"Products almost complete and the price is fair and cheaper than other shops. But a little bit disappointing is the service of employee.. They are almost aren't responsive, familiar and expensive with their smile.. However, we all are costumer and we need a good service.. Not just good products..",5 tahun lalu
nur edi psy,5,"Murah.
Akeh promo.",5 tahun lalu
Sapta Pratama,5,Murah,5 tahun lalu
Biji Kuda,5,Murraaah pelayanan maantuuulll,5 tahun lalu
Seneng Dolan,4,"Seperti mirota pada umumnya, tempat belanja mulai dari daleman, baju, celana, dan aneka kebutuhan rumah tangga lainnya",5 tahun lalu
Imam Syahroni,3,Murah..komolit..deket..inilah tempatnya,5 tahun lalu
Putricaa,4,"Tempatnya semakin luas, dan lengkap .",5 tahun lalu
Dheni Ferstiono,4,Handuk murah,5 tahun lalu
Ferika Chandrarini,5,"Jalan di dalam swalayan ini terlalu sempit,  apalagi saat sedang ramai bingung lewat nya",Diedit 5 tahun lalu
Achmad Maulana,5,very cheap price and good quality product,Diedit 5 tahun lalu
Indah,5,T4 kerja ku yg nyaman,5 tahun lalu
hesti susanti,5,"1. Salah satu supermarket di jogja yg harus dikunjungi
2. Tempat parkir luas,  motor dan mobil bisa parkir.  Harga tiket parkirnya juga wajar
3. Banyak promo,  hampir setiap hari ada promo
4. Lengkap,  segala macam kebutuhan alat rumahtangga ada.  Dari sayur mayur,  fashion,  elektronik dll
5. Walaupun kasirnya banyak,  tapi kalau pas tgl gajian rame banget",5 tahun lalu
nurul anisak,5,"My favourite supermarket to do a monthly grocery shopping: it's cheaper than other supermarket, parking lot is spacious, chill inside, very comfortable, cashier service is fast and the most important is ""Loooots of discounts"" ",5 tahun lalu
Noto Sumarto,5,Makim rame swalayan ini,5 tahun lalu
soni joe,5,"Lengkap ,parkir sekarang lebih nyaman lebih luas....",5 tahun lalu
Bonny Prasetya,5,Langganan tiap isi kulkas dan perlengkapan bulanan.,5 tahun lalu
Shabrina Qurrota A'yun,5,"Harga terjangkau, kualitas oke",5 tahun lalu
Dimas Rayyans,4,Mantaph  kasir banyak parkir nyaman,5 tahun lalu
AWDENIX,5,Langganan kalo belanja di Mirota. Hemat dan lengkap,5 tahun lalu
June Watson,5,"Love it, many things are available here",5 tahun lalu
Wahyu,5,tersediaa berbagai macam kebutuhan keluargaaa. lengkap pokoknya,6 tahun lalu
Indah Mayasari,5,"Supermarket murah, dekat",6 tahun lalu
Abdul Alief,4,"In the back is the new area, making this place a lot bigger, complete goods selection, especially everyday stuff you need. some layout display need to be re arrange, because at some alley, the space is tight for 2 trolley to cross. And at the beginning of the month, the queue at cashier could take a lot of time.. So, many people shop here..",Diedit 6 tahun lalu
Dwi Hutami A,4,Good place for grocery shopping. Friday is always crowded because they have discount items.,6 tahun lalu
sapphire sapphire,5,"Sewaktu singgah di Yogyakarta, saya suka mampir ke sini untuk belanja kebutuhan pribadi. Produk-produknya lengkap dan sering menawarkan diskon atau promo terutama di hari Jumat.",6 tahun lalu
Alfina Eryani,5,"Mirota Godean merupakan tempat belanja yang lengkap dan murah,
Saat ini gedung lebih luas dari yang dulu, lantai 2 maaih dalam tahap renovasi,
Parkir motor dan mobil di sebelah pintu Utara dan beberapa mobil masih parkir di muka mirota pas samping perempatan, untuk barang pecah belah ada di bagian barat pintu masuk utara, penataan produk dan harga cukup rapi dan detail, namun ruang jalan di etalase produk agak sempit, tidak bisa menggunakan troli hanya keranjang plastik dorong, bila suka kenyamanan datang lah selain hari jumat,sabtu,minggu ,karena penuh sesak... Dan kalau mau jumat,sabtu,minggu datang pagi2 awal2 toko buka saja bagi pecinta promo dan diskon pasti tak melewatkan hari jumat-minggu...",6 tahun lalu
amal akbar yasser arafat,5,"harga murah, tapi suka penuh kalau weekend sore susah dapat parkir mobil",6 tahun lalu
Henry Zheng,4,"Mirota Godean salah satu toko swalayan yang cukup lengkap, cukup luas dan produknya bervariasi.
Berbagai jenis produk tersedia disini, mulai dari pakaian, kebutuhan sehari2, stationary, listrik, kecantikan, dll.
Parkiran cukup luas
Toilet ada di luar
Pelayanan juga cukup cepat dan ramah.",6 tahun lalu
Wahyudi 98,5,"Bersih,nyaman,terjangkau,",6 tahun lalu
Jiwa Kasih,5,"Lengkap, luas, yang pasti ini mirota yang paling sering kasih diskonan. Good lah, belanja susu tiap seminggu sekali nggak boros2 amat",Diedit 6 tahun lalu
Fik N Alfarizi,5,Murah murah,6 tahun lalu
Heida Yuliana,5,"Belanja kebutuhan sehari-hari dengan harga ekonomis, tempatnya juga nyaman. The best pokoknya",6 tahun lalu
Gunadi,5,"Complete groceries with cheaper price, easy to find too.",6 tahun lalu
Hendratmo,5,tempat belanja,6 tahun lalu
P Perdana,5,Pepak,Diedit 6 tahun lalu
Tari U,4,"Harga terjangkau. Barang lumayan lengkap. Sayang parkirnya 2000rp, tidak 1000rp sama seperti cabang ugm & umbulharjo heheh",6 tahun lalu
Ndaru Murti,5,Bagus,Diedit 6 tahun lalu
Miftakhul Jannah,5,sering kesini. jangan kesini tanggal muda kalo gamau capek antri soale puanjang banget,Diedit 6 tahun lalu
Ishni Nilawati,5,"Lumayan murah selalu ada discount,,Terimakasih Mirota kampus Godean,,,",6 tahun lalu
Sumardi Antoro,4,Sekarang tempatnya luas. Tempat kasirnya banyak,6 tahun lalu
Rahmad Santosa,5,"Suka belanja di swalayan nya tuk kebutuhan sehari-hari, misal sabun mandi,shampo, odol, pewangi baju, pewangi badan parfum, barang nya komplit, harga termasuk lebih murah dibanding toko lain. Kasir nya juga banyak, jadi cepat pelayanannya..",6 tahun lalu
Martha septiani,5,Harga Terjanhkau & Hampir semua kebutuhan ada,6 tahun lalu
pak guru sidiq,4,"Lengkap,bersih,luas,kasir bny,harga bersaing",6 tahun lalu
Subekti Setiabudhi,5,Tempat belanja keperluan / kebutuhan rumah tangga dari sandang dan pangan komplit dengan harga yang agak murah dibanding supermarket sejenisnya,6 tahun lalu
Asih Andrian,4,"Sebuah supermarket yang cukup nyaman untuk belanja bersama keluarga. Harga juga cukup bersaing. Keramahan karyawan pada pengunjung juga lumayan. Meski tiap hari jumat saat hampir semua item diskon, antrian di kasir cukup membuat tidak sabar, tapi tetap saja belanja di tempat ini cukup memuaskan. Ditunjang dengan parkir yang luas dan kelengkapan produk tentunya.",6 tahun lalu
Andri Susanto,4,Lebih nyaman,6 tahun lalu
SaDeWa YK,5,mantab sekali,6 tahun lalu
laily rahma,5,"Lengkap, apa aja ada",6 tahun lalu
Listomo Adi Rinanto,4,"Salah satu swalayan yg jadi pilihan, mau nyari sesuatu biasanya kesitu, sampe beli celana dan jaket seringnya disitu.",6 tahun lalu
S P,4,"Pusat perbelanjaan yang cukup lengkap dan murah2, tempat belanja bulanan favorit dah ",6 tahun lalu
Putri Nasta,5,"Kayanya dimana mana penuh ya kasir nya, lebih enak disini sih belanja nya. Lebih besar dan lengkap produk nya cuma untuk parkir mobil yang terbatas.",6 tahun lalu
Indra Dinarta,5,Better price,6 tahun lalu
bangkit subroto,4,Rekomendasi,6 tahun lalu
Rizu,5,Jos murah2,6 tahun lalu
Godzila and Cat,5,Parkirnya luas..antri ga terlalu panjang,6 tahun lalu
laeli nur hasanah,5,Terlengkap dan termurah sekaligus terpanjaaaaang antrian di kasirnyaa hha,6 tahun lalu
Ertika Wahyu,5,Tempat belanja yang nyaman hanya saja ramai karena memang murah,6 tahun lalu
Surya Lesmana,1,"Kurang bagus, mestinya ada kasir yg khusus tanpa troli dan keranjang ! Antri bayar kok hampir 1 jam ! Atau ada kru yang bantu bungkus didekat kasir.",6 tahun lalu
imelda lee,4,"Harganya murah dibanding indomaret Dan alfa, tp antrinya ampun",6 tahun lalu
Adi Heru Setiyawan,5,Lengkap,6 tahun lalu
Kartiko Rachman Yudha Prasetya,5,Ada kasir baru khusus tunai di bagian barat. Antrean tidak panjang,6 tahun lalu
Yudha Bahtiar,4,Bagus,6 tahun lalu
Artha Kalingga,4,Lengkap dan murah,6 tahun lalu
M Farrel Adhyasta,4,"Lokasi strategis barang lengkap semua, cuma pas hari libur antrinya panjang bangett",6 tahun lalu
Dhian p,4,"Parkir enak , t4 blanja luas jadi ga harus untek2an,  lumayan buat olah raga kaki",6 tahun lalu
yonas gere,5,Tempat yang nyaman berbelanja kebutuhan bulanan,6 tahun lalu
dfitriy,5,"Sesuai dengan slogannya Tempat belanja terpercaya.. Murah dan lengkap semua kebutuhan sehari-hari ada disini. Mirota cabang jl. Godean ini tempat dan parkirnya luas, selalu ramai tiap hari apalagi tiap tanggal muda habis gajian siap-siap antri panjang dikasir. Kalau pagi masih sepi, diatas jam10 mulai ramai. Tiap hari jumat ada promo.",6 tahun lalu
Dyah Ayun,5,"Harganya murah, ramai sekaleee",6 tahun lalu
Andy Kintoko,4,"Cheap prices, but has somewhat less varieties. Avoid peak hours as the queue can be very long.

Management should consider reducing single use plastic bags as I saw employees packing some items inside clear plastic bag and then put them inside another plastic bag (make it optional, don't do it unless the customer ask for it)",6 tahun lalu
Kasijatno Bin Kosasih,4,Cukup murah utk keperluan sehari-hari,6 tahun lalu
Nita Setyawati,5,"belanja kebutuhan sehari2, baju, alat tulis, obat, makanan dll ada deh di mirota ini! kasirnya slalu antri soalnya rame pol, parkir udah diperluas, ada di blakang mirotanya jd gausah bingung gadapet parkir",6 tahun lalu
Tommy Alex Wijaya,5,"Murah, tapi kalo awal bulan. Ngantrinya panjangggg ",6 tahun lalu
khairil ryl,5,lengkap dan murah,6 tahun lalu
uimadhani,5,"Tempat berbelanja kebutuhan rumah tangga, jajanan, alat tulis, sayuran, dan masih banyak lagi dengan harga yang murah, barang lengkap, kualitas baik, dan tempatnya nyaman untuk berbelanja, ada diskon di hari tertentu juga, tempat parkir lumayan luas (maaf lupa ngefoto), harga parkir murah, pelayannya baik",6 tahun lalu
DUNIA ANAK,4,Semuanya serba ada komplit,6 tahun lalu
Yeda Nur Arifin,5,Toserba yg berada di Jl. Godean,6 tahun lalu
Taufiq Giri Ichwanusofa,5,"barang kebutuhan rumah tangga lengkap, harga terjangkau, tempat parkir cukup luas",6 tahun lalu
Reza Pratama,5,"Lengkap, bs online jg, ga kalah sama mirota kampus pusat",6 tahun lalu
agita yuri,4,"Banyak diskon, tp jangan ke sini tanggal muda, waduhh antrinya maaaaak",6 tahun lalu
Adi Sunaryo,5,Selalu ramai,6 tahun lalu
tio prasetya,5,Tempat yg selalu ramai,6 tahun lalu
Ajeng Sundarsin,4,Murah dan lengkap. Tetapi antrian kasir bisa sangat (dan benar2 sangat) panjang,6 tahun lalu
rafka andiya,5,Murah,6 tahun lalu
Praditya Okta,4,Antri panjang tp ada beberapa kasir kosong,6 tahun lalu
Ayudia Rahmadani,5,Puas blanja dsni ,6 tahun lalu
 n  I,5,Lumayan lengkap keperluan rumah tangga nya...,6 tahun lalu
Albasita Balqis,5,Lengkap sekali,6 tahun lalu
irwan yunanto,1,Toserba biasa,6 tahun lalu
Fan's Kamu,5,"Disarankan kalo belanja di sini harus banyak, kalo sedikit sayang waktu Anda untuk antri soalnya tidak ada kasir khusus belanjaan sedikit",Diedit 6 tahun lalu
MasEko Cetak,4,"Lengkap, ramai antri padahal kasir banyak",6 tahun lalu
Kresna Dwipajana,5,Simple as it was...,6 tahun lalu
desti rovani,5,Langganan tiap bulan buat para ibu2 rumah tangga.sering ada undian nya.pokok nya top bgt deh..,6 tahun lalu
ciou bella,4,"Sekarang parkiranya luas dibelakang,dlmnya jg tmbh luas",6 tahun lalu
Daniel Sinaga,5,"Cukup murah, tapi kurang bagus dan kurang lengkap",6 tahun lalu
Handanarini Handanarini,5,Bagus untuk belanja. Baju kurang lengkap,6 tahun lalu
endang dwi setyaningsih,5,"tempat luas, lengkap menyediakan kebutuhan bulanan.. sering promo",6 tahun lalu
Willy Haryono,4,Barangnya murah meriah,6 tahun lalu
Nining Lively,5,"Tempat belanja langganan, barang komplit harga hematt",6 tahun lalu
Wulandari St,3,Barang yang dijual cukup lengkap.,6 tahun lalu
Rofi Akteriofani,5,Salah satu tempat belanja modern yang lmyn lengkap,6 tahun lalu
Angga Oktiawan,4,"Lengkap bgt disini, dan harga gurih2 nyoiiii",6 tahun lalu
Surana Djogjakarta,5,bagus,6 tahun lalu
Edwardus Wahju Hanggono,5,Baik,6 tahun lalu
Laura Putri,5,"Banyak barang bagus yang harganya murah, sering ngadain diskon/promo.. really love shopping for groceries here :D",6 tahun lalu
Zhilal Kibriya,5,"Mirota kampus kita...
Rumah belanja yang istimewa...
Tempat belanja harga nyaman....
Semua suka...
Mirota kampus",6 tahun lalu
erick ganteng,5,Murah dan sangat menyenangkan,6 tahun lalu
Bambang Krissusanto,4,"Segala macam kebutuhan barang keperluan keluarga n rumah tangga lengkap, tempat n penataannya terus ada perubahan menjadi tidak bosan...harga n kualitas nya sesuai...  tinggal bagaimana kita nya sendiri... Karena banyak pilihan... Ada undianya berkala lagi... Tempat parkir mobil yg masih kurang terlebih Di jl. Menteri Supeno n jl. Solo",6 tahun lalu
Siti Adiyati,4,Harga? Best. Lengkap? Yes. Service? Grezz. Sayang belum ada service jam. ,6 tahun lalu
Siska Wahyuni Putri,5,Belanja hemat di Mirota kampus,6 tahun lalu
Rafieca Nooruu,4,"Tempat belanja bulanan yg murah heheh, parkir luas, diskon adaa",6 tahun lalu
Febri Ina,5,selalu ramai,6 tahun lalu
Ika Sulistyowati,5,Nyaman kalau belanja di sini,6 tahun lalu
Haryanto Wicaksono,5,Pelayanan ramah ,6 tahun lalu
Muthiara Marsya Jelita,5,Mantaaap,6 tahun lalu
Antok,5,Murah murah harganya,6 tahun lalu
Harry 90 (Harry 90),5,"Cukup ramai, tempat parkir cukup luas.
Awalnya sekedar lihat2, ternyata ada item barang yg saya butuhkan.
Mug elektrik.",6 tahun lalu
Tetuko Rawidyo Putro,5,Tempat murah berbelanja,6 tahun lalu
Assyifa Dyah,5,"Klo tgl 1 atau awal bulan, antrinyaaa banyak bangett. Sampe kasirnya gak keliatan, klo mau belanja disini aku saranin jangan pas awal bulan yaaaa. Biar enggak antri sampai beberapa jam",Diedit 6 tahun lalu
Hendrastuti Oye,4,"Nyaman belanja disini, dekat rmh, parkir mudah...oyeeee",6 tahun lalu
deas maharani,5,"My fav of mirota kampus!
Parkirnya luas dan nyaman, tempat belanjanya juga luas. Ada 2 lantai. Kalau sedang banyak pembeli (biasanya jumat sabtu minggu) akan banyak antrian yg sangat panjang (tapi memang di setiap mirota begitu). Ada mesin atm di dekat mirota.",Diedit 6 tahun lalu
Hendriansah,4,"Parkir luas, murah",6 tahun lalu
Nanda Dzikrillah,5,"Lengkap, super murah barang-barangnya, banyak banget yang dateng kesini, terutama sangat disarankan untuk para mahasiswa untuk belanja bulanan.",6 tahun lalu
ahmad said,4,"Murah, ramai nyaman",Diedit 6 tahun lalu
Anisa Puspa R,3,"I like this place, because it has low price. But I don't like the way the management manage vegetables, fruits. I ever bought vegetables there. When I washed it, a lot of sands. Then when I see the fruit, so many fruits that ""didn't good to display"". I don't know why. I ever bought vegetables on another supermarket, there was no sands or full of sands on it.",6 tahun lalu
Nagata Kusuma,5,"Mirota cabang Jalan Godean, tepat persis berada dikeramaian jalan Godean yang perempatannya tanpa lampu lalu lintas yang pas ketika jam-jam sibuk suka macet parah. Parkiran mobil persis didepan Mirota, sedangkan parkir motor masuk ke bagian belakang adapun juga mobil boleh masuk karna disediakan lahan pakrir tambahan. Parkir luas dan memadai. Lantai dua sekarang sudah tidak berfungsi, hanya satu lantai saja sekarang ini. Akan tetapi terasa lebih luas dari sebelumnya, dan sangat-sangat maksimal untuk segi penataan barang. Dapat berbelanja dan menjumpai berbagai kebutuhan disini. Banyak promo diskon menarik. Mendapat pula kupon undian tiap belanja kelipatan Rp 30.000,- tetapi hindari memaksakan diri belanja di Mirota apalagi jika jatuh ditanggal-tanggal muda. Dijamin antrian kasir panjang sekali, jika memang tidak sabaran.",6 tahun lalu
Berlian Sari,3,"Parkir lumayan luas,langganan tempat belanja,rotinya enak.",6 tahun lalu
agus setiawan,5,Belanjaa....,6 tahun lalu
claire's official yogya,5,Beli pampers,6 tahun lalu
Yudi Kurnianto,5,Pusat belanja dan kebutuhan harian yang lengkap,6 tahun lalu
fitri wahyuni,5,Nice place to find anything..,6 tahun lalu
S F Seiei,3,so so place,6 tahun lalu
Nur Rofik,2,Atri nya panjang,Diedit 6 tahun lalu
Aryanti Ekaningsih,4,Silakan belanja bulanan di sini lengkap buat keperluan kita.,Diedit 6 tahun lalu
ace pradana,5,Tempat belanja murah dan komplit,6 tahun lalu
Aprila Saffana,5,"Saya kalo ke sinii, niat beli apa, yg kebeli apaan. Saya aja sih yg doyan belanja.",Diedit 6 tahun lalu
Muhammad Zahran,4,"Disini menyediakan cukup luas parkiran motor maupun mobil dan juga tempatnya strategis dipinggir jalan. Untuk layout dalamnya sama selayaknya supermarket pada umumnya yaitu jelas dengan papan pemberitahuan, rapih dan ber-ac.",6 tahun lalu
Yohna fortinatus,3,Jgn kesini tgl muda,6 tahun lalu
Niel Solitude,5,Kampus yang selo banget..,6 tahun lalu
Bayu Dwi Putranto,4,"Murmer, serba ada, sayang susah parkir mobilnya, penuuuh terus trtma.tanggal2 muda...",6 tahun lalu
Liyana Aqila,5,Belanja fav,6 tahun lalu
Bahamut Neo,3,"Entahlah, .. antara mau ngasih 3* atau 5* krn beberapa kali saya kesini selalu dalam keadaan crowded.
Perihal parkir sampai skrg masih oke cuman bagian kasir Ntah kenapa selalu jadi momok ketika belanja disini, Klo sekedar belanja dibawah 100rb kyk e ngga Worth it banget ...

Please lebih ditingkatkan lg bagian kasir nya ...
Terimakasih
#MirotaStillTheBest",6 tahun lalu
Ezza Deassasin,5,Tempat belanja bulanan deket rumah,6 tahun lalu
andro kurniawan,5,tempat yang cukup lengkap untuk belanja kebutuhan rumah tangga,6 tahun lalu
sucaryo subarjo,5,Lengkap....bagus....sekarang lebih luas....,6 tahun lalu
dyah hayu Pradipta,5,Antriannya warbiyasak ,6 tahun lalu
Niken Setyowati,4,"Barangnya lengkap, tempatnya lmyn luas..jd nyaman utk berbelanja",Diedit 6 tahun lalu
christina aprilia,5,They sell goods with affordable price and often have them discounted.,6 tahun lalu
dodi meianto,5,Lengkap Murah,6 tahun lalu
Abdul Rohman,5,murah banget disini parah deh gak percaya dateng sendiri aja,6 tahun lalu
A N,5,"lokasi strategis, barang lengkap dan bangunan luas",6 tahun lalu
Novita Kirana,5,Lengkap,6 tahun lalu
Widiartati Adinegoro,4,"harga lbh murah, barang lengkao cuma kl sore hari antrian di kasir panjang bgt..",6 tahun lalu
adhi tahan lama,5,mantap jiwa,6 tahun lalu
anisa putri,5,Langganan karena tempat yg luas nyaman dan komplit,6 tahun lalu
PAIJO FM,5,tempat mudah di jangkau,6 tahun lalu
Made Setianto,5,Makin besar makin lengkap makin murah makin ramai.. Semoga beruntung dapat undian rumahnya,6 tahun lalu
Alfianita Pramudyani,5,"murah murah semua, tapi rame banget",6 tahun lalu
Harizza Haryantoro,5,Bagus,6 tahun lalu
Asfri Andaru,4,Komplit,Diedit 6 tahun lalu
Rouf Ibrahim,5,suka cari harga miring hehe,6 tahun lalu
Satrio Mandito,5,Lengkap,6 tahun lalu
Fitri TOWANK,5,Lengkap,6 tahun lalu
riki atpentus,4,Murah murah,6 tahun lalu
Wening S. Amungkasi,4,"Well, last June was my first time visiting this supermarket, and my first impression was: wow, it's full of stuffs! It's good if you want to buy lots of item all in one place, though. The price is affordable, relatively cheaper than the one at minimarket around. The staffs were helpful and friendly; one plus point of this place. The parking lot, anyway, is quite limited, not mentioning the location which is so close to the busy Godean street.",6 tahun lalu
Leila Adzkia Kusuma,5,Lengkap,6 tahun lalu
Hafizh Nur Alam,5,Belanja murah bisa dapet rumah....mantul pokoknya...!!!,6 tahun lalu
Angon Jiwo Farm,5,Banyan promo,Diedit 6 tahun lalu
Bakul Iwak chanel,3,bersih,6 tahun lalu
agustina Dewi,5,"Komplit murah , tapi kalau awal bulan rame bgttt antrianya",6 tahun lalu
Maysaroh Cholik Sutarjo,4,"Lengkap,nyaman,ramah juga pelayanannya.cuma hari tertentu antrinya ampun.he.he",6 tahun lalu
